profile,sigma_px,parallel_offset_px,distance_px,R,G,B,V_max_RGB,parallel_median_V
lower-neck,0.8,1,-4.25,134.11795927341404,104.99779088331758,142.9634899450828,142.9634899450828,157.99253479466455
lower-neck,0.8,1,-4.0,130.00233882310332,100.63280155467484,139.0632171480854,139.0632171480854,155.08244391119723
lower-neck,0.8,1,-3.75,125.81085564085784,96.22891518570987,135.04393129951643,135.04393129951643,152.67290882684898
lower-neck,0.8,1,-3.5,121.61937245861236,91.8250288167449,131.02464545094747,131.02464545094747,150.2633737425007
lower-neck,0.8,1,-3.25,117.42788927636687,87.42114244777994,127.0053596023785,127.0053596023785,147.85383865815243
lower-neck,0.8,1,-3.0,113.23640609412139,83.01725607881497,122.98607375380953,122.98607375380953,145.44430357380418
lower-neck,0.8,1,-2.75,113.23200236482585,82.86552313625575,122.86175752901038,122.86175752901038,146.80749083256325
lower-neck,0.8,1,-2.5,113.22759863553028,82.71379019369654,122.73744130421122,122.73744130421122,148.17067809132232
lower-neck,0.8,1,-2.25,113.22319490623474,82.56205725113733,122.61312507941207,122.61312507941207,149.53386535008138
lower-neck,0.8,1,-2.0,113.21879117693919,82.41032430857811,122.48880885461291,122.48880885461291,150.89705260884045
lower-neck,0.8,1,-1.75,116.85409733632376,85.95308405318899,125.8968841653608,125.8968841653608,154.04401607114482
lower-neck,0.8,1,-1.5,120.48940349570833,89.49584379779986,129.30495947610868,129.30495947610868,157.19097953344922
lower-neck,0.8,1,-1.25,124.1247096550929,93.03860354241075,132.71303478685658,132.71303478685658,160.33794299575362
lower-neck,0.8,1,-1.0,127.76001581447747,96.58136328702163,136.12111009760446,136.12111009760446,163.484906458058
lower-neck,0.8,1,-0.75,130.71649154361853,99.5441443438034,138.8738237990073,138.8738237990073,164.31569855547326
lower-neck,0.8,1,-0.5,133.6729672727596,102.50692540058516,141.62653750041014,141.62653750041014,165.14649065288856
lower-neck,0.8,1,-0.25,136.62944300190065,105.46970645736693,144.37925120181296,144.37925120181296,165.97728275030386
lower-neck,0.8,1,0.0,139.58591873104172,108.43248751414869,147.13196490321582,147.13196490321582,166.80807484771913
lower-neck,0.8,1,0.25,140.36287150498094,109.42631455261522,147.84609618704522,147.84609618704522,165.6146060948457
lower-neck,0.8,1,0.5,141.13982427892014,110.42014159108176,148.56022747087462,148.56022747087462,164.42113734197227
lower-neck,0.8,1,0.75,141.91677705285935,111.4139686295483,149.27435875470402,149.27435875470402,163.2276685890988
lower-neck,0.8,1,1.0,142.69372982679857,112.40779566801483,149.98849003853343,149.98849003853343,162.03419983622538
lower-neck,0.8,1,1.25,142.63162490536686,112.80784003705979,150.1639606409856,150.1639606409856,161.2980634201874
lower-neck,0.8,1,1.5,142.56951998393515,113.20788440610477,150.3394312434378,150.3394312434378,160.56192700414942
lower-neck,0.8,1,1.75,142.50741506250344,113.60792877514973,150.51490184589,150.51490184589,159.82579058811143
lower-neck,0.8,1,2.0,142.44531014107173,114.0079731441947,150.69037244834217,150.69037244834217,158.15154338653787
lower-neck,0.8,1,2.25,141.86111082657294,113.78688756045239,150.18106880623375,150.18106880623375,156.95357747692998
lower-neck,0.8,1,2.5,141.27691151207412,113.56580197671006,149.67176516412533,149.67176516412533,155.7556115673221
lower-neck,0.8,1,2.75,140.6927121975753,113.34471639296774,149.1624615220169,149.1624615220169,154.5576456577142
lower-neck,0.8,1,3.0,140.10851288307651,113.12363080922543,148.6531578799085,148.6531578799085,153.35967974810632
lower-neck,0.8,1,3.25,139.66866306084177,112.98152952629408,148.19157727183278,148.19157727183278,152.44752579741623
lower-neck,0.8,1,3.5,139.22881323860702,112.83942824336273,147.7299966637571,147.7299966637571,151.53537184672618
lower-neck,0.8,1,3.75,138.78896341637227,112.69732696043138,147.2684160556814,147.2684160556814,150.62321789603612
lower-neck,0.8,1,4.0,138.34911359413752,112.55522567750005,146.8068354476057,146.8068354476057,149.71106394534604
lower-neck,0.8,1,4.25,137.67986556940036,112.17195986943435,146.09451665277334,146.09451665277334,149.1400439762623
lower-neck,0.8,1,4.5,137.0106175446632,111.78869406136866,145.38219785794095,145.38219785794095,148.5690240071785
lower-neck,0.8,1,4.75,136.34136951992608,111.40542825330297,144.66987906310857,144.66987906310857,147.99800403809473
lower-neck,0.8,1,5.0,135.67212149518892,111.02216244523727,143.9575602682762,143.9575602682762,147.42698406901098
lower-neck,0.8,1,5.25,134.86847225049382,110.5553125018572,143.05352963120444,143.05352963120444,147.42366424390337
lower-neck,0.8,1,5.5,134.0648230057987,110.08846255847713,142.14949899413267,142.14949899413267,147.42034441879576
lower-neck,0.8,1,5.75,133.2611737611036,109.62161261509706,141.24546835706093,141.24546835706093,147.41702459368815
lower-neck,0.8,1,6.0,132.4575245164085,109.154762671717,140.34143771998916,140.34143771998916,147.41370476858052
lower-neck,0.8,1,6.25,131.22514794176203,108.26783800119829,139.09715800135018,139.09715800135018,148.58038842958112
lower-neck,0.8,1,6.5,129.99277136711555,107.38091333067956,137.85287828271117,137.85287828271117,149.7470720905817
lower-neck,0.8,1,6.75,128.7603947924691,106.49398866016085,136.6085985640722,136.6085985640722,150.91375575158227
lower-neck,0.8,1,7.0,127.52801821782262,105.60706398964214,135.36431884543322,135.36431884543322,152.08043941258288
lower-neck,0.8,2,-7.0,149.40938127813456,119.88942459396718,158.52701906034747,158.52701906034747,176.2357597302425
lower-neck,0.8,2,-6.75,146.93904760107813,117.8564392688238,155.6567081554257,155.6567081554257,175.51962885973944
lower-neck,0.8,2,-6.5,144.4687139240217,115.82345394368045,152.78639725050388,152.78639725050388,174.47597907460187
lower-neck,0.8,2,-6.25,141.99838024696524,113.79046861853708,149.91608634558207,149.91608634558207,173.24561765693156
lower-neck,0.8,2,-6.0,139.5280465699088,111.7574832933937,147.0457754406603,147.0457754406603,172.0152562392613
lower-neck,0.8,2,-5.75,136.3770104807671,108.76627641817265,143.97380291882914,143.97380291882914,170.69214404071258
lower-neck,0.8,2,-5.5,133.2259743916254,105.7750695429516,140.90183039699798,140.90183039699798,169.36903184216388
lower-neck,0.8,2,-5.25,130.07493830248373,102.78386266773053,137.82985787516682,137.82985787516682,168.04591964361515
lower-neck,0.8,2,-5.0,126.92390221334203,99.79265579250948,134.75788535333567,134.75788535333567,166.72280744506645
lower-neck,0.8,2,-4.75,123.45986812184233,96.18425830808857,131.66493353917116,131.66493353917116,163.81271656159913
lower-neck,0.8,2,-4.5,119.99583403034265,92.57586082366768,128.57198172500665,128.57198172500665,160.90262567813184
lower-neck,0.8,2,-4.25,116.53179993884297,88.9674633392468,125.47902991084216,125.47902991084216,157.99253479466455
lower-neck,0.8,2,-4.0,113.06776584734327,85.3590658548259,122.38607809667766,122.38607809667766,155.08244391119723
lower-neck,0.8,2,-3.75,110.35076168349107,82.5537697965063,119.90373400779205,119.90373400779205,152.67290882684898
lower-neck,0.8,2,-3.5,107.63375751963886,79.74847373818668,117.42138991890644,117.42138991890644,150.2633737425007
lower-neck,0.8,2,-3.25,104.91675335578665,76.94317767986706,114.93904583002083,114.93904583002083,147.85383865815243
lower-neck,0.8,2,-3.0,102.19974919193446,74.13788162154746,112.45670174113522,112.45670174113522,145.44430357380418
lower-neck,0.8,2,-2.75,101.3209095708279,73.24301780881228,111.31336595901328,111.31336595901328,146.80749083256325
lower-neck,0.8,2,-2.5,100.44206994972134,72.34815399607709,110.17003017689134,110.17003017689134,148.17067809132232
lower-neck,0.8,2,-2.25,99.56323032861478,71.4532901833419,109.02669439476941,109.02669439476941,149.53386535008138
lower-neck,0.8,2,-2.0,98.68439070750821,70.55842637060672,107.88335861264748,107.88335861264748,150.89705260884045
lower-neck,0.8,2,-1.75,99.76842663861234,71.5938418877598,108.36051073043669,108.36051073043669,154.04401607114482
lower-neck,0.8,2,-1.5,100.85246256971647,72.62925740491286,108.8376628482259,108.8376628482259,157.19097953344922
lower-neck,0.8,2,-1.25,101.93649850082059,73.66467292206593,109.31481496601512,109.31481496601512,160.33794299575362
lower-neck,0.8,2,-1.0,103.02053443192472,74.70008843921902,109.79196708380432,109.79196708380432,163.484906458058
lower-neck,0.8,2,-0.75,104.80864468573537,76.54625465838333,111.03177795706472,111.03177795706472,164.31569855547326
lower-neck,0.8,2,-0.5,106.59675493954605,78.39242087754766,112.2715888303251,112.2715888303251,165.14649065288856
lower-neck,0.8,2,-0.25,108.38486519335672,80.238587096712,113.51139970358547,113.51139970358547,165.97728275030386
lower-neck,0.8,2,0.0,110.17297544716737,82.08475331587633,114.75121057684586,114.75121057684586,166.80807484771913
lower-neck,0.8,2,0.25,111.59269695423907,83.81074484300706,116.01325191046088,116.01325191046088,165.6146060948457
lower-neck,0.8,2,0.5,113.01241846131074,85.53673637013779,117.27529324407591,117.27529324407591,164.42113734197227
lower-neck,0.8,2,0.75,114.43213996838244,87.26272789726852,118.53733457769093,118.53733457769093,163.2276685890988
lower-neck,0.8,2,1.0,115.85186147545413,88.98871942439925,119.79937591130596,119.79937591130596,162.03419983622538
lower-neck,0.8,2,1.25,116.65418400625316,90.33208089582325,121.00084385488043,121.00084385488043,161.2980634201874
lower-neck,0.8,2,1.5,117.4565065370522,91.67544236724729,122.2023117984549,122.2023117984549,160.56192700414942
lower-neck,0.8,2,1.75,118.25882906785125,93.01880383867129,123.40377974202937,123.40377974202937,159.82579058811143
lower-neck,0.8,2,2.0,119.06115159865028,94.3621653100953,124.60524768560384,124.60524768560384,158.15154338653787
lower-neck,0.8,2,2.25,119.24360788321137,94.97974220321726,124.980801195581,124.980801195581,156.95357747692998
lower-neck,0.8,2,2.5,119.42606416777244,95.5973190963392,125.35635470555815,125.35635470555815,155.7556115673221
lower-neck,0.8,2,2.75,119.60852045233351,96.21489598946116,125.7319082155353,125.7319082155353,154.5576456577142
lower-neck,0.8,2,3.0,119.79097673689459,96.8324728825831,126.10746172551245,126.10746172551245,153.35967974810632
lower-neck,0.8,2,3.25,119.84231244861917,97.24253656076593,126.15337001896873,126.15337001896873,152.44752579741623
lower-neck,0.8,2,3.5,119.89364816034376,97.65260023894875,126.19927831242502,126.19927831242502,151.53537184672618
lower-neck,0.8,2,3.75,119.94498387206833,98.06266391713157,126.2451866058813,126.2451866058813,150.62321789603612
lower-neck,0.8,2,4.0,119.99631958379291,98.4727275953144,126.2910948993376,126.2910948993376,149.71106394534604
lower-neck,0.8,2,4.25,118.91924835066652,97.82090386152925,125.18183241966406,125.18183241966406,149.1400439762623
lower-neck,0.8,2,4.5,117.84217711754013,97.1690801277441,124.07256993999053,124.07256993999053,148.5690240071785
lower-neck,0.8,2,4.75,116.76510588441374,96.51725639395895,122.963307460317,122.963307460317,147.99800403809473
lower-neck,0.8,2,5.0,115.68803465128735,95.8654326601738,121.85404498064347,121.85404498064347,147.42698406901098
lower-neck,0.8,2,5.25,114.58618688002906,95.24373698861586,120.67875453857553,120.67875453857553,147.42366424390337
lower-neck,0.8,2,5.5,113.48433910877077,94.62204131705795,119.5034640965076,119.5034640965076,147.42034441879576
lower-neck,0.8,2,5.75,112.38249133751249,94.00034564550002,118.32817365443967,118.32817365443967,147.41702459368815
lower-neck,0.8,2,6.0,111.2806435662542,93.37864997394209,117.15288321237175,117.15288321237175,147.41370476858052
lower-neck,0.8,2,6.25,109.77791079006215,92.33904926729561,115.65699534729957,115.65699534729957,148.58038842958112
lower-neck,0.8,2,6.5,108.27517801387012,91.29944856064911,114.1611074822274,114.1611074822274,149.7470720905817
lower-neck,0.8,2,6.75,106.77244523767806,90.25984785400263,112.66521961715522,112.66521961715522,150.91375575158227
lower-neck,0.8,2,7.0,105.26971246148602,89.22024714735613,111.16933175208304,111.16933175208304,152.08043941258288
side-upper,1.2,-2,-7.0,149.02750575254151,118.95745662254618,159.30238575828417,159.30238575828417,158.48505942967032
side-upper,1.2,-2,-6.75,150.31645033226226,119.64220202794826,160.5152742794707,160.5152742794707,159.91411614448975
side-upper,1.2,-2,-6.5,151.605394911983,120.32694743335034,161.7281628006572,161.7281628006572,161.34317285930922
side-upper,1.2,-2,-6.25,152.89433949170376,121.01169283875242,162.9410513218437,162.9410513218437,162.77222957412866
side-upper,1.2,-2,-6.0,154.1832840714245,121.6964382441545,164.15393984303023,164.15393984303023,164.15393984303023
side-upper,1.2,-2,-5.75,155.51080526020633,122.87533490075504,165.44274515660425,165.44274515660425,165.06575521382024
side-upper,1.2,-2,-5.5,156.83832644898817,124.05423155735556,166.73155047017826,166.73155047017826,165.93022413869235
side-upper,1.2,-2,-5.25,158.16584763777,125.23312821395609,168.02035578375228,168.02035578375228,166.79469306356447
side-upper,1.2,-2,-5.0,159.49336882655183,126.41202487055662,169.3091610973263,169.3091610973263,167.6591619884366
side-upper,1.2,-2,-4.75,161.26788853610282,128.15205372622387,171.12036473115322,171.12036473115322,168.451875742088
side-upper,1.2,-2,-4.5,163.0424082456538,129.89208258189115,172.93156836498014,172.93156836498014,169.24458949573938
side-upper,1.2,-2,-4.25,164.8169279552048,131.6321114375584,174.74277199880706,174.74277199880706,170.03730324939076
side-upper,1.2,-2,-4.0,166.5914476647558,133.37214029322564,176.55397563263398,176.55397563263398,170.83001700304214
side-upper,1.2,-2,-3.75,167.80122056091597,134.5444015604667,177.8545969281556,177.8545969281556,171.64358641477062
side-upper,1.2,-2,-3.5,169.0109934570761,135.71666282770775,179.1552182236772,179.1552182236772,172.4571558264991
side-upper,1.2,-2,-3.25,170.2207663532363,136.88892409494878,180.4558395191988,180.4558395191988,173.27072523822758
side-upper,1.2,-2,-3.0,171.43053924939642,138.06118536218983,181.7564608147204,181.7564608147204,174.08429464995606
side-upper,1.2,-2,-2.75,171.75793709352678,138.34267402536761,182.1942608093256,182.1942608093256,174.58763257193706
side-upper,1.2,-2,-2.5,172.08533493765714,138.62416268854537,182.63206080393084,182.63206080393084,175.09097049391806
side-upper,1.2,-2,-2.25,172.4127327817875,138.90565135172312,183.06986079853607,183.06986079853607,175.59430841589904
side-upper,1.2,-2,-2.0,172.74013062591786,139.18714001490088,183.50766079314127,183.50766079314127,176.09764633788004
side-upper,1.2,-2,-1.75,172.23147079164622,138.60353423695085,183.09598741194696,183.09598741194696,175.68273386856174
side-upper,1.2,-2,-1.5,171.72281095737452,138.01992845900085,182.6843140307526,182.6843140307526,175.26782139924342
side-upper,1.2,-2,-1.25,171.21415112310285,137.43632268105085,182.27264064955824,182.27264064955824,174.85290892992512
side-upper,1.2,-2,-1.0,170.7054912888312,136.85271690310083,181.86096726836394,181.86096726836394,174.43799646060683
side-upper,1.2,-2,-0.75,169.6141239404776,135.59973101017997,180.82525648874136,180.82525648874136,173.44558497718742
side-upper,1.2,-2,-0.5,168.52275659212398,134.3467451172591,179.78954570911878,179.78954570911878,172.45317349376808
side-upper,1.2,-2,-0.25,167.43138924377038,133.09375922433824,178.75383492949624,178.75383492949624,171.46076201034867
side-upper,1.2,-2,0.0,166.34002189541678,131.84077333141738,177.71812414987366,177.71812414987366,170.4683505269293
side-upper,1.2,-2,0.25,165.77383303966133,131.07209513507922,177.16810877898277,177.16810877898277,170.22765506948554
side-upper,1.2,-2,0.5,165.20764418390584,130.30341693874104,176.6180934080919,176.6180934080919,169.98695961204174
side-upper,1.2,-2,0.75,164.64145532815036,129.53473874240285,176.06807803720102,176.06807803720102,169.74626415459795
side-upper,1.2,-2,1.0,164.0752664723949,128.7660605460647,175.51806266631013,175.51806266631013,169.50556869715416
side-upper,1.2,-2,1.25,164.5815542332034,129.17460586633842,176.02333558286102,176.02333558286102,170.15426680474712
side-upper,1.2,-2,1.5,165.0878419940119,129.58315118661213,176.52860849941192,176.52860849941192,170.80296491234006
side-upper,1.2,-2,1.75,165.59412975482041,129.99169650688583,177.03388141596284,177.03388141596284,171.451663019933
side-upper,1.2,-2,2.0,166.10041751562892,130.40024182715956,177.53915433251373,177.53915433251373,172.10036112752596
side-upper,1.2,-2,2.25,167.06727310201262,131.40175064277014,178.50946506117535,178.50946506117535,172.98190145053604
side-upper,1.2,-2,2.5,168.03412868839635,132.4032594583807,179.47977578983694,179.47977578983694,173.86344177354613
side-upper,1.2,-2,2.75,169.00098427478008,133.40476827399124,180.45008651849852,180.45008651849852,174.7449820965562
side-upper,1.2,-2,3.0,169.96783986116378,134.40627708960182,181.42039724716014,181.42039724716014,175.6265224195663
side-upper,1.2,-2,3.25,170.82833474860166,135.34599063876723,182.29608531780502,182.29608531780502,176.687674332666
side-upper,1.2,-2,3.5,171.68882963603957,136.28570418793265,183.17177338844994,183.17177338844994,177.74882624576574
side-upper,1.2,-2,3.75,172.54932452347748,137.22541773709804,184.04746145909488,184.04746145909488,178.80997815886548
side-upper,1.2,-2,4.0,173.40981941091536,138.16513128626346,184.92314952973976,184.92314952973976,180.32497819004905
side-upper,1.2,-2,4.25,174.21098153300858,139.02790314946225,185.72971013597444,185.72971013597444,182.71568425696975
side-upper,1.2,-2,4.5,175.01214365510177,139.89067501266106,186.5362707422091,186.5362707422091,184.1579706597488
side-upper,1.2,-2,4.75,175.81330577719496,140.75344687585985,187.34283134844378,187.34283134844378,185.69860735052617
side-upper,1.2,-2,5.0,176.61446789928817,141.61621873905864,188.14939195467844,188.14939195467844,187.69256580489088
side-upper,1.2,-2,5.25,177.66838441764966,142.70257240083805,189.1883263149985,189.1883263149985,189.1883263149985
side-upper,1.2,-2,5.5,178.72230093601118,143.78892606261746,190.22726067531855,190.22726067531855,190.4600545999317
side-upper,1.2,-2,5.75,179.77621745437267,144.87527972439688,191.26619503563862,191.26619503563862,192.74049585821484
side-upper,1.2,-2,6.0,180.8301339727342,145.9616333861763,192.30512939595866,192.30512939595866,195.02093711649798
side-upper,1.2,-2,6.25,182.25623909272161,147.49100816349926,193.73497637470243,193.73497637470243,198.23376837493396
side-upper,1.2,-2,6.5,183.682344212709,149.0203829408222,195.16482335344617,195.16482335344617,201.44659963336997
side-upper,1.2,-2,6.75,185.10844933269644,150.54975771814514,196.59467033218993,196.59467033218993,204.65943089180595
side-upper,1.2,-2,7.0,186.53455445268384,152.07913249546812,198.02451731093367,198.02451731093367,207.87226215024197
side-upper,1.2,-1,-7.0,150.19179243597821,119.1038994137975,161.43501786096624,161.43501786096624,158.48505942967032
side-upper,1.2,-1,-6.75,151.52662898196658,119.99667676290076,162.7017549211518,162.7017549211518,159.91411614448975
side-upper,1.2,-1,-6.5,152.86146552795492,120.88945411200405,163.96849198133737,163.96849198133737,161.34317285930922
side-upper,1.2,-1,-6.25,154.1963020739433,121.78223146110733,165.23522904152293,165.23522904152293,162.77222957412866
side-upper,1.2,-1,-6.0,155.53113861993165,122.67500881021058,166.5019661017085,166.5019661017085,164.15393984303023
side-upper,1.2,-1,-5.75,156.67466252874564,123.78972384221538,167.48251255211986,167.48251255211986,165.06575521382024
side-upper,1.2,-1,-5.5,157.81818643755963,124.90443887422018,168.46305900253122,168.46305900253122,165.93022413869235
side-upper,1.2,-1,-5.25,158.96171034637365,126.01915390622497,169.44360545294262,169.44360545294262,166.79469306356447
side-upper,1.2,-1,-5.0,160.10523425518764,127.13386893822977,170.424151903354,170.424151903354,167.6591619884366
side-upper,1.2,-1,-4.75,161.4063040585524,128.5049431109629,171.61442313155175,171.61442313155175,168.451875742088
side-upper,1.2,-1,-4.5,162.70737386191712,129.87601728369603,172.80469435974953,172.80469435974953,169.24458949573938
side-upper,1.2,-1,-4.25,164.00844366528185,131.24709145642916,173.99496558794726,173.99496558794726,170.03730324939076
side-upper,1.2,-1,-4.0,165.3095134686466,132.6181656291623,175.18523681614505,175.18523681614505,170.83001700304214
side-upper,1.2,-1,-3.75,166.20951915669747,133.5591740628929,176.10587196520007,176.10587196520007,171.64358641477062
side-upper,1.2,-1,-3.5,167.10952484474836,134.50018249662355,177.0265071142551,177.0265071142551,172.4571558264991
side-upper,1.2,-1,-3.25,168.00953053279926,135.44119093035417,177.94714226331013,177.94714226331013,173.27072523822758
side-upper,1.2,-1,-3.0,168.90953622085013,136.38219936408478,178.86777741236517,178.86777741236517,174.08429464995606
side-upper,1.2,-1,-2.75,169.11117113965645,136.57979033089308,179.2123085266151,179.2123085266151,174.58763257193706
side-upper,1.2,-1,-2.5,169.31280605846277,136.77738129770137,179.556839640865,179.556839640865,175.09097049391806
side-upper,1.2,-1,-2.25,169.5144409772691,136.97497226450966,179.90137075511493,179.90137075511493,175.59430841589904
side-upper,1.2,-1,-2.0,169.7160758960754,137.17256323131795,180.24590186936484,180.24590186936484,176.09764633788004
side-upper,1.2,-1,-1.75,169.05917692603998,136.4491310900956,179.76177314913122,179.76177314913122,175.68273386856174
side-upper,1.2,-1,-1.5,168.40227795600453,135.7256989488732,179.2776444288976,179.2776444288976,175.26782139924342
side-upper,1.2,-1,-1.25,167.7453789859691,135.0022668076508,178.79351570866396,178.79351570866396,174.85290892992512
side-upper,1.2,-1,-1.0,167.08848001593367,134.27883466642845,178.30938698843033,178.30938698843033,174.43799646060683
side-upper,1.2,-1,-0.75,166.00289530657668,132.99136150110948,177.3023044050782,177.3023044050782,173.44558497718742
side-upper,1.2,-1,-0.5,164.91731059721968,131.7038883357905,176.29522182172602,176.29522182172602,172.45317349376808
side-upper,1.2,-1,-0.25,163.83172588786272,130.41641517047157,175.28813923837384,175.28813923837384,171.46076201034867
side-upper,1.2,-1,0.0,162.74614117850572,129.1289420051526,174.2810566550217,174.2810566550217,170.4683505269293
side-upper,1.2,-1,0.25,162.4905797840607,128.59783144985084,173.98527563268246,173.98527563268246,170.22765506948554
side-upper,1.2,-1,0.5,162.23501838961568,128.06672089454906,173.68949461034327,173.68949461034327,169.98695961204174
side-upper,1.2,-1,0.75,161.97945699517066,127.53561033924728,173.39371358800406,173.39371358800406,169.74626415459795
side-upper,1.2,-1,1.0,161.72389560072565,127.0044997839455,173.09793256566482,173.09793256566482,169.50556869715416
side-upper,1.2,-1,1.25,162.44716066687374,127.58957992342565,173.74604763462494,173.74604763462494,170.15426680474712
side-upper,1.2,-1,1.5,163.17042573302183,128.1746600629058,174.39416270358504,174.39416270358504,170.80296491234006
side-upper,1.2,-1,1.75,163.8936907991699,128.75974020238593,175.04227777254516,175.04227777254516,171.451663019933
side-upper,1.2,-1,2.0,164.61695586531798,129.34482034186607,175.6903928415053,175.6903928415053,172.10036112752596
side-upper,1.2,-1,2.25,165.48135853032886,130.2670179698469,176.50938454072264,176.50938454072264,172.98190145053604
side-upper,1.2,-1,2.5,166.34576119533978,131.1892155978277,177.32837623994,177.32837623994,173.86344177354613
side-upper,1.2,-1,2.75,167.2101638603507,132.11141322580852,178.14736793915736,178.14736793915736,174.7449820965562
side-upper,1.2,-1,3.0,168.0745665253616,133.03361085378936,178.96635963837474,178.96635963837474,175.6265224195663
side-upper,1.2,-1,3.25,168.84491216469698,133.9592962457103,179.73359671836147,179.73359671836147,176.687674332666
side-upper,1.2,-1,3.5,169.61525780403235,134.88498163763126,180.50083379834825,180.50083379834825,177.74882624576574
side-upper,1.2,-1,3.75,170.38560344336776,135.8106670295522,181.26807087833504,181.26807087833504,178.80997815886548
side-upper,1.2,-1,4.0,171.1559490827031,136.73635242147316,182.03530795832177,182.03530795832177,180.32497819004905
side-upper,1.2,-1,4.25,172.2121356003804,137.96314035998492,183.0966393090353,183.0966393090353,182.71568425696975
side-upper,1.2,-1,4.5,173.26832211805765,139.18992829849668,184.1579706597488,184.1579706597488,184.1579706597488
side-upper,1.2,-1,4.75,174.3245086357349,140.41671623700844,185.2193020104623,185.2193020104623,185.69860735052617
side-upper,1.2,-1,5.0,175.3806951534122,141.6435041755202,186.28063336117583,186.28063336117583,187.69256580489088
side-upper,1.2,-1,5.25,177.1064432405497,143.5274114245847,187.97736586868643,187.97736586868643,189.1883263149985
side-upper,1.2,-1,5.5,178.83219132768727,145.4113186736492,189.67409837619707,189.67409837619707,190.4600545999317
side-upper,1.2,-1,5.75,180.55793941482483,147.29522592271366,191.3708308837077,191.3708308837077,192.74049585821484
side-upper,1.2,-1,6.0,182.28368750196233,149.17913317177815,193.0675633912183,193.0675633912183,195.02093711649798
side-upper,1.2,-1,6.25,184.7302929685616,151.91374861022595,195.44666267894104,195.44666267894104,198.23376837493396
side-upper,1.2,-1,6.5,187.17689843516084,154.64836404867378,197.82576196666375,197.82576196666375,201.44659963336997
side-upper,1.2,-1,6.75,189.6235039017601,157.3829794871216,200.20486125438646,200.20486125438646,204.65943089180595
side-upper,1.2,-1,7.0,192.07010936835934,160.1175949255694,202.5839605421092,202.5839605421092,207.87226215024197
side-upper,1.2,0,-7.0,147.21785933768936,117.10800050570703,158.48505942967032,158.48505942967032,158.48505942967032
side-upper,1.2,0,-6.75,148.63546600939384,118.31242896302848,159.91411614448975,159.91411614448975,159.91411614448975
side-upper,1.2,0,-6.5,150.05307268109829,119.51685742034994,161.34317285930922,161.34317285930922,161.34317285930922
side-upper,1.2,0,-6.25,151.47067935280273,120.72128587767139,162.77222957412866,162.77222957412866,162.77222957412866
side-upper,1.2,0,-6.0,152.8882860245072,121.92571433499285,164.2012862889481,164.2012862889481,164.15393984303023
side-upper,1.2,0,-5.75,153.9540515770453,123.03961287900806,165.06575521382024,165.06575521382024,165.06575521382024
side-upper,1.2,0,-5.5,155.01981712958343,124.15351142302328,165.93022413869235,165.93022413869235,165.93022413869235
side-upper,1.2,0,-5.25,156.08558268212155,125.26740996703849,166.79469306356447,166.79469306356447,166.79469306356447
side-upper,1.2,0,-5.0,157.15134823465965,126.3813085110537,167.6591619884366,167.6591619884366,167.6591619884366
side-upper,1.2,0,-4.75,158.13073300304706,127.42739927637493,168.451875742088,168.451875742088,168.451875742088
side-upper,1.2,0,-4.5,159.1101177714345,128.47349004169615,169.24458949573938,169.24458949573938,169.24458949573938
side-upper,1.2,0,-4.25,160.0895025398219,129.51958080701738,170.03730324939076,170.03730324939076,170.03730324939076
side-upper,1.2,0,-4.0,161.0688873082093,130.5656715723386,170.83001700304214,170.83001700304214,170.83001700304214
side-upper,1.2,0,-3.75,161.88649659818657,131.39004186185582,171.64358641477062,171.64358641477062,171.64358641477062
side-upper,1.2,0,-3.5,162.70410588816384,132.21441215137304,172.4571558264991,172.4571558264991,172.4571558264991
side-upper,1.2,0,-3.25,163.5217151781411,133.0387824408903,173.27072523822758,173.27072523822758,173.27072523822758
side-upper,1.2,0,-3.0,164.33932446811838,133.8631527304075,174.08429464995606,174.08429464995606,174.08429464995606
side-upper,1.2,0,-2.75,164.65716917056457,134.12260771065752,174.58763257193706,174.58763257193706,174.58763257193706
side-upper,1.2,0,-2.5,164.97501387301077,134.3820626909075,175.09097049391806,175.09097049391806,175.09097049391806
side-upper,1.2,0,-2.25,165.292858575457,134.6415176711575,175.59430841589904,175.59430841589904,175.59430841589904
side-upper,1.2,0,-2.0,165.61070327790318,134.90097265140747,176.09764633788004,176.09764633788004,176.09764633788004
side-upper,1.2,0,-1.75,164.9702048470094,134.1339749409196,175.68273386856174,175.68273386856174,175.68273386856174
side-upper,1.2,0,-1.5,164.32970641611564,133.3669772304317,175.26782139924342,175.26782139924342,175.26782139924342
side-upper,1.2,0,-1.25,163.68920798522188,132.59997951994382,174.85290892992512,174.85290892992512,174.85290892992512
side-upper,1.2,0,-1.0,163.0487095543281,131.83298180945596,174.43799646060683,174.43799646060683,174.43799646060683
side-upper,1.2,0,-0.75,161.9840790385512,130.52394831863543,173.44558497718742,173.44558497718742,173.44558497718742
side-upper,1.2,0,-0.5,160.91944852277425,129.2149148278149,172.45317349376808,172.45317349376808,172.45317349376808
side-upper,1.2,0,-0.25,159.85481800699733,127.90588133699438,171.46076201034867,171.46076201034867,171.46076201034867
side-upper,1.2,0,0.0,158.79018749122042,126.59684784617387,170.4683505269293,170.4683505269293,170.4683505269293
side-upper,1.2,0,0.25,158.65826398440268,126.17090115893069,170.22765506948554,170.22765506948554,170.22765506948554
