profile,sigma_px,parallel_offset_px,distance_px,R,G,B,V_max_RGB,parallel_median_V
side-upper,0.8,2,-7.0,139.55140242863206,111.46571402309525,149.76567317799095,149.76567317799095,159.55507263171856
side-upper,0.8,2,-6.75,140.87042099534642,113.03479332038222,151.26043368460745,151.26043368460745,161.0986231457716
side-upper,0.8,2,-6.5,142.18943956206076,114.6038726176692,152.75519419122398,152.75519419122398,162.6421736598246
side-upper,0.8,2,-6.25,143.5084581287751,116.17295191495619,154.2499546978405,154.2499546978405,164.18572417387765
side-upper,0.8,2,-6.0,144.82747669548945,117.74203121224316,155.744715204457,155.744715204457,165.54529099251695
side-upper,0.8,2,-5.75,145.85483919230148,118.93259364997311,156.7428034090172,156.7428034090172,166.3012701939689
side-upper,0.8,2,-5.5,146.88220168911351,120.12315608770305,157.74089161357742,157.74089161357742,166.87326570000712
side-upper,0.8,2,-5.25,147.90956418592555,121.31371852543298,158.73897981813764,158.73897981813764,167.44526120604536
side-upper,0.8,2,-5.0,148.93692668273758,122.50428096316293,159.73706802269783,159.73706802269783,168.01725671208357
side-upper,0.8,2,-4.75,149.84323771903104,123.4337731409153,160.55693354070368,160.55693354070368,168.57414234780066
side-upper,0.8,2,-4.5,150.74954875532447,124.3632653186677,161.37679905870954,161.37679905870954,169.13102798351775
side-upper,0.8,2,-4.25,151.6558597916179,125.29275749642008,162.19666457671536,162.19666457671536,169.68791361923485
side-upper,0.8,2,-4.0,152.56217082791136,126.22224967417247,163.01653009472122,163.01653009472122,170.24479925495194
side-upper,0.8,2,-3.75,154.377991594728,127.92884583915594,164.86578168770197,164.86578168770197,170.830197885042
side-upper,0.8,2,-3.5,156.19381236154464,129.6354420041394,166.71503328068272,166.71503328068272,171.41559651513205
side-upper,0.8,2,-3.25,158.00963312836126,131.34203816912287,168.56428487366347,168.56428487366347,172.00099514522208
side-upper,0.8,2,-3.0,159.8254538951779,133.04863433410637,170.41353646664422,170.41353646664422,172.58639377531216
side-upper,0.8,2,-2.75,161.18817164617735,134.18238285421893,172.0058087350206,172.0058087350206,173.4866391243171
side-upper,0.8,2,-2.5,162.55088939717683,135.31613137433152,173.598081003397,173.598081003397,174.38688447332208
side-upper,0.8,2,-2.25,163.9136071481763,136.4498798944441,175.1903532717734,175.1903532717734,175.28712982232707
side-upper,0.8,2,-2.0,165.2763248991758,137.58362841455667,176.78262554014978,176.78262554014978,176.78262554014978
side-upper,0.8,2,-1.75,163.5179250377075,135.59925878402285,175.26039161853382,175.26039161853382,176.11000972707203
side-upper,0.8,2,-1.5,161.7595251762392,133.61488915348903,173.73815769691785,173.73815769691785,176.03264428281204
side-upper,0.8,2,-1.25,160.00112531477092,131.6305195229552,172.2159237753019,172.2159237753019,175.95527883855203
side-upper,0.8,2,-1.0,158.24272545330263,129.6461498924214,170.69368985368592,170.69368985368592,175.87791339429205
side-upper,0.8,2,-0.75,155.23059304262364,126.41597874265841,167.6189262739597,167.6189262739597,173.81933603411608
side-upper,0.8,2,-0.5,152.21846063194462,123.18580759289543,164.54416269423342,164.54416269423342,171.76075867394007
side-upper,0.8,2,-0.25,149.2063282212656,119.95563644313245,161.46939911450718,161.46939911450718,169.70218131376407
side-upper,0.8,2,0.0,146.19419581058662,116.72546529336947,158.39463553478095,158.39463553478095,167.64360395358807
side-upper,0.8,2,0.25,146.12094060968536,116.68060148218572,157.9804233693189,157.9804233693189,167.95352763960992
side-upper,0.8,2,0.5,146.04768540878413,116.63573767100196,157.56621120385688,157.56621120385688,168.26345132563176
side-upper,0.8,2,0.75,145.9744302078829,116.5908738598182,157.15199903839485,157.15199903839485,168.57337501165364
side-upper,0.8,2,1.0,145.90117500698165,116.54601004863446,156.73778687293282,156.73778687293282,168.88329869767549
side-upper,0.8,2,1.25,147.433996119807,117.97047490603076,158.0911158078942,158.0911158078942,169.97095723515167
side-upper,0.8,2,1.5,148.96681723263237,119.39493976342706,159.4444447428556,159.4444447428556,171.0586157726279
side-upper,0.8,2,1.75,150.4996383454577,120.81940462082336,160.79777367781702,160.79777367781702,172.14627431010408
side-upper,0.8,2,2.0,152.03245945828306,122.24386947821966,162.1511026127784,162.1511026127784,173.23393284758026
side-upper,0.8,2,2.25,154.33846026163772,124.23311941032294,164.4435504641749,164.4435504641749,173.58614572298194
side-upper,0.8,2,2.5,156.64446106499238,126.22236934242622,166.73599831557138,166.73599831557138,173.93835859838362
side-upper,0.8,2,2.75,158.95046186834705,128.21161927452948,169.02844616696785,169.02844616696785,174.29057147378526
side-upper,0.8,2,3.0,161.2564626717017,130.20086920663277,171.32089401836436,171.32089401836436,174.64278434918694
side-upper,0.8,2,3.25,163.72836973251478,132.54975303382452,173.81469778633286,173.81469778633286,175.3788206983591
side-upper,0.8,2,3.5,166.20027679332784,134.89863686101626,176.30850155430136,176.30850155430136,176.30850155430136
side-upper,0.8,2,3.75,168.6721838541409,137.247520688208,178.80230532226986,178.80230532226986,178.80230532226986
side-upper,0.8,2,4.0,171.14409091495398,139.59640451539974,181.29610909023836,181.29610909023836,180.37685952819194
side-upper,0.8,2,4.25,173.07311254636437,141.74899282856498,183.2595123853672,183.2595123853672,181.24204596005023
side-upper,0.8,2,4.5,175.00213417777474,143.90158114173022,185.22291568049604,185.22291568049604,183.21934539929612
side-upper,0.8,2,4.75,176.9311558091851,146.05416945489546,187.18631897562489,187.18631897562489,185.196644838542
side-upper,0.8,2,5.0,178.8601774405955,148.2067577680607,189.14972227075373,189.14972227075373,187.17394427778788
side-upper,0.8,2,5.25,181.5815527567687,151.38601618812015,191.89994381606428,191.89994381606428,189.3243448890813
side-upper,0.8,2,5.5,184.30292807294188,154.5652746081796,194.65016536137483,194.65016536137483,190.27959993354375
side-upper,0.8,2,5.75,187.0243033891151,157.74453302823903,197.4003869066854,197.4003869066854,191.16100161914355
side-upper,0.8,2,6.0,189.7456787052883,160.9237914482985,200.15060845199596,200.15060845199596,192.04240330474335
side-upper,0.8,2,6.25,195.0454723711127,166.74114908716234,205.22400566737628,205.22400566737628,195.41895504892477
side-upper,0.8,2,6.5,200.34526603693712,172.5585067260262,210.29740288275656,210.29740288275656,199.06941069546002
side-upper,0.8,2,6.75,205.64505970276156,178.37586436489005,215.37080009813687,215.37080009813687,202.71986634199527
side-upper,0.8,2,7.0,210.94485336858597,184.1932220037539,220.44419731351718,220.44419731351718,206.37032198853052
side-middle,0.8,-2,-7.0,123.50434629827129,98.8949952929733,133.75774933639144,133.75774933639144,110.35789450916678
side-middle,0.8,-2,-6.75,125.35488879175671,100.44281619150712,135.85111245086603,135.85111245086603,113.93743732731465
side-middle,0.8,-2,-6.5,127.20543128524214,101.99063709004096,137.94447556534058,137.94447556534058,117.51698014546253
side-middle,0.8,-2,-6.25,130.22943397741437,104.82968702879994,140.9947827753213,140.9947827753213,122.65616201170042
side-middle,0.8,-2,-6.0,133.25343666958662,107.66873696755891,144.04508998530204,144.04508998530204,127.79534387793832
side-middle,0.8,-2,-5.75,136.27743936175887,110.5077869063179,147.09539719528277,147.09539719528277,132.93452574417623
side-middle,0.8,-2,-5.5,139.3014420539311,113.34683684507688,150.1457044052635,150.1457044052635,138.07370761041412
side-middle,0.8,-2,-5.25,142.52572394628228,116.40233665265805,153.32860667068587,153.32860667068587,142.7371477735834
side-middle,0.8,-2,-5.0,145.75000583863346,119.45783646023924,156.51150893610827,156.51150893610827,147.40058793675263
side-middle,0.8,-2,-4.75,148.97428773098466,122.5133362678204,159.69441120153064,159.69441120153064,152.06402809992187
side-middle,0.8,-2,-4.5,152.19856962333583,125.56883607540158,162.877313466953,162.877313466953,156.72746826309114
side-middle,0.8,-2,-4.25,154.5288344698019,127.70636227895523,165.14451604789383,165.14451604789383,159.50419189235046
side-middle,0.8,-2,-4.0,156.859099316268,129.84388848250887,167.41171862883462,167.41171862883462,162.2809155216098
side-middle,0.8,-2,-3.75,159.18936416273408,131.98141468606252,169.6789212097754,169.6789212097754,165.05763915086914
side-middle,0.8,-2,-3.5,161.51962900920017,134.11894088961617,171.94612379071623,171.94612379071623,167.83436278012846
side-middle,0.8,-2,-3.25,162.57510940088005,135.0640429583816,172.98364047159885,172.98364047159885,169.67664562186394
side-middle,0.8,-2,-3.0,163.63058979255993,136.00914502714707,174.02115715248146,174.02115715248146,171.5189284635994
side-middle,0.8,-2,-2.75,164.68607018423984,136.95424709591254,175.05867383336408,175.05867383336408,173.36121130533485
side-middle,0.8,-2,-2.5,165.74155057591972,137.89934916467797,176.0961905142467,176.0961905142467,175.20349414707033
side-middle,0.8,-2,-2.25,163.33091368601964,135.46413932902993,173.64233552636972,173.64233552636972,173.64233552636972
side-middle,0.8,-2,-2.0,160.92027679611954,133.02892949338187,171.18848053849274,171.18848053849274,172.79263948312786
side-middle,0.8,-2,-1.75,158.50963990621946,130.5937196577338,168.7346255506158,168.7346255506158,171.58721215115662
side-middle,0.8,-2,-1.5,156.0990030163194,128.15850982208576,166.2807705627388,166.2807705627388,170.38178481918538
side-middle,0.8,-2,-1.25,151.34648209443532,123.46218762640223,161.44462389109847,161.44462389109847,164.43404426389395
side-middle,0.8,-2,-1.0,146.59396117255127,118.76586543071869,156.60847721945814,156.60847721945814,158.48630370860252
side-middle,0.8,-2,-0.75,141.84144025066723,114.06954323503516,151.7723305478178,151.7723305478178,152.5385631533111
side-middle,0.8,-2,-0.5,137.08891932878316,109.37322103935162,146.93618387617747,146.93618387617747,146.93618387617747
side-middle,0.8,-2,-0.25,137.0626176524051,109.51503459697639,146.8596808892521,146.8596808892521,146.8596808892521
side-middle,0.8,-2,0.0,137.03631597602703,109.65684815460118,146.7831779023267,146.7831779023267,145.7068261220159
side-middle,0.8,-2,0.25,137.01001429964893,109.79866171222596,146.70667491540132,146.70667491540132,140.42950838786518
side-middle,0.8,-2,0.5,136.98371262327086,109.94047526985074,146.63017192847593,146.63017192847593,137.64834144361092
side-middle,0.8,-2,0.75,139.76084924584455,112.50684944988674,149.4625513047713,149.4625513047713,138.12275254929304
side-middle,0.8,-2,1.0,142.53798586841828,115.07322362992275,152.2949306810667,152.2949306810667,141.04999034078568
side-middle,0.8,-2,1.25,145.31512249099197,117.63959780995876,155.12731005736208,155.12731005736208,143.97722813227833
side-middle,0.8,-2,1.5,148.09225911356566,120.20597198999477,157.95968943365745,157.95968943365745,146.90446592377097
side-middle,0.8,-2,1.75,150.83869938096694,122.4898164546029,160.82310817921098,160.82310817921098,151.04546207741132
side-middle,0.8,-2,2.0,153.58513964836825,124.77366091921103,163.68652692476448,163.68652692476448,155.18645823105166
side-middle,0.8,-2,2.25,156.33157991576957,127.05750538381915,166.54994567031798,166.54994567031798,159.327454384692
side-middle,0.8,-2,2.5,159.07802018317085,129.34134984842728,169.4133644158715,169.4133644158715,163.46845053833235
side-middle,0.8,-2,2.75,161.38026247183467,131.3570166566474,171.77587725749453,171.77587725749453,166.3047789167515
side-middle,0.8,-2,3.0,163.68250476049846,133.37268346486752,174.13839009911757,174.13839009911757,169.14110729517068
side-middle,0.8,-2,3.25,165.98474704916225,135.38835027308764,176.50090294074062,176.50090294074062,171.97743567358984
side-middle,0.8,-2,3.5,168.28698933782607,137.40401708130776,178.86341578236363,178.86341578236363,174.813764052009
side-middle,0.8,-2,3.75,171.06954019346944,140.1198892198608,181.61279514478832,181.61279514478832,177.30880156001234
side-middle,0.8,-2,4.0,173.85209104911283,142.83576135841386,184.362174507213,184.362174507213,179.80383906801566
side-middle,0.8,-2,4.25,176.63464190475622,145.55163349696693,187.1115538696377,187.1115538696377,182.29887657601898
side-middle,0.8,-2,4.5,179.4171927603996,148.26750563551997,189.8609332320624,189.8609332320624,184.79391408402233
side-middle,0.8,-2,4.75,183.13499949051624,152.22357233906743,193.51615635258253,193.51615635258253,186.94676116492354
side-middle,0.8,-2,5.0,186.85280622063286,156.1796390426149,197.17137947310263,197.17137947310263,189.09960824582475
side-middle,0.8,-2,5.25,190.57061295074948,160.13570574616233,200.82660259362277,200.82660259362277,191.25245532672596
side-middle,0.8,-2,5.5,194.28841968086613,164.0917724497098,204.48182571414287,204.48182571414287,193.40530240762718
side-middle,0.8,-2,5.75,197.82161123029164,168.14885738237479,207.96010517135352,207.96010517135352,193.73081191678432
side-middle,0.8,-2,6.0,201.35480277971712,172.20594231503975,211.43838462856417,211.43838462856417,194.05632142594152
side-middle,0.8,-2,6.25,204.8879943291426,176.26302724770468,214.9166640857748,214.9166640857748,194.38183093509872
side-middle,0.8,-2,6.5,208.4211858785681,180.32011218036968,218.39494354298546,218.39494354298546,194.70734044425586
side-middle,0.8,-2,6.75,209.8458352165186,182.2366850392067,219.78984515888604,219.78984515888604,193.79326892846575
side-middle,0.8,-2,7.0,211.27048455446908,184.15325789804376,221.1847467747866,221.1847467747866,192.8791974126756
side-middle,0.8,-1,-7.0,112.77671852724441,91.046263822221,122.36557425037017,122.36557425037017,110.35789450916678
side-middle,0.8,-1,-6.75,115.86618962340256,93.47356695830325,125.71285243895784,125.71285243895784,113.93743732731465
side-middle,0.8,-1,-6.5,118.9556607195607,95.9008700943855,129.0601306275455,129.0601306275455,117.51698014546253
side-middle,0.8,-1,-6.25,123.11529632825298,99.48197412754843,133.28757205381498,133.28757205381498,122.65616201170042
side-middle,0.8,-1,-6.0,127.27493193694525,103.06307816071134,137.51501348008446,137.51501348008446,127.79534387793832
side-middle,0.8,-1,-5.75,131.43456754563752,106.64418219387427,141.74245490635397,141.74245490635397,132.93452574417623
side-middle,0.8,-1,-5.5,135.5942031543298,110.2252862270372,145.96989633262345,145.96989633262345,138.07370761041412
side-middle,0.8,-1,-5.25,139.21620027921463,113.38024471986746,149.56523196129015,149.56523196129015,142.7371477735834
side-middle,0.8,-1,-5.0,142.83819740409947,116.53520321269772,153.16056758995683,153.16056758995683,147.40058793675263
side-middle,0.8,-1,-4.75,146.46019452898432,119.69016170552797,156.75590321862353,156.75590321862353,152.06402809992187
side-middle,0.8,-1,-4.5,150.08219165386916,122.84512019835823,160.35123884729023,160.35123884729023,156.72746826309114
side-middle,0.8,-1,-4.25,152.41616838332126,124.91726989432439,162.60738401647228,162.60738401647228,159.50419189235046
side-middle,0.8,-1,-4.0,154.75014511277334,126.98941959029057,164.86352918565436,164.86352918565436,162.2809155216098
side-middle,0.8,-1,-3.75,157.08412184222544,129.06156928625674,167.11967435483643,167.11967435483643,165.05763915086914
side-middle,0.8,-1,-3.5,159.41809857167755,131.13371898222292,169.37581952401848,169.37581952401848,167.83436278012846
side-middle,0.8,-1,-3.25,161.0143829219457,132.74530629069642,170.84815226332853,170.84815226332853,169.67664562186394
side-middle,0.8,-1,-3.0,162.61066727221385,134.35689359916992,172.32048500263858,172.32048500263858,171.5189284635994
side-middle,0.8,-1,-2.75,164.20695162248197,135.96848090764342,173.79281774194862,173.79281774194862,173.36121130533485
side-middle,0.8,-1,-2.5,165.80323597275012,137.58006821611693,175.26515048125867,175.26515048125867,175.20349414707033
side-middle,0.8,-1,-2.25,163.75337316735255,135.71040289294814,173.0774161749947,173.0774161749947,173.64233552636972
side-middle,0.8,-1,-2.0,161.703510361955,133.84073756977938,170.8896818687307,170.8896818687307,172.79263948312786
side-middle,0.8,-1,-1.75,159.65364755655747,131.97107224661062,168.7019475624667,168.7019475624667,171.58721215115662
side-middle,0.8,-1,-1.5,157.60378475115994,130.10140692344186,166.5142132562027,166.5142132562027,170.38178481918538
side-middle,0.8,-1,-1.25,151.66050029199704,124.34351776135554,160.53901113571254,160.53901113571254,164.43404426389395
side-middle,0.8,-1,-1.0,145.71721583283417,118.58562859926921,154.56380901522238,154.56380901522238,158.48630370860252
side-middle,0.8,-1,-0.75,139.7739313736713,112.8277394371829,148.5886068947322,148.5886068947322,152.5385631533111
side-middle,0.8,-1,-0.5,133.8306469145084,107.06985027509657,142.61340477424207,142.61340477424207,146.93618387617747
side-middle,0.8,-1,-0.25,133.03264976856553,106.42301221025399,141.85878021504243,141.85878021504243,146.8596808892521
side-middle,0.8,-1,0.0,132.23465262262263,105.7761741454114,141.1041556558428,141.1041556558428,145.7068261220159
side-middle,0.8,-1,0.25,131.43665547667973,105.1293360805688,140.34953109664315,140.34953109664315,140.42950838786518
side-middle,0.8,-1,0.5,130.63865833073686,104.48249801572622,139.5949065374435,139.5949065374435,137.64834144361092
side-middle,0.8,-1,0.75,133.949816802521,107.61701559075888,143.05591022929445,143.05591022929445,138.12275254929304
side-middle,0.8,-1,1.0,137.26097527430517,110.75153316579156,146.51691392114537,146.51691392114537,141.04999034078568
side-middle,0.8,-1,1.25,140.57213374608932,113.88605074082422,149.97791761299632,149.97791761299632,143.97722813227833
side-middle,0.8,-1,1.5,143.88329221787347,117.02056831585688,153.43892130484727,153.43892130484727,146.90446592377097
side-middle,0.8,-1,1.75,147.12558212576482,119.79079064977394,156.88165180747757,156.88165180747757,151.04546207741132
side-middle,0.8,-1,2.0,150.36787203365617,122.56101298369099,160.3243823101079,160.3243823101079,155.18645823105166
side-middle,0.8,-1,2.25,153.61016194154752,125.33123531760805,163.76711281273822,163.76711281273822,159.327454384692
side-middle,0.8,-1,2.5,156.8524518494389,128.1014576515251,167.20984331536852,167.20984331536852,163.46845053833235
side-middle,0.8,-1,2.75,159.22661786390447,129.98154793985066,169.59271702757127,169.59271702757127,166.3047789167515
side-middle,0.8,-1,3.0,161.60078387837004,131.8616382281762,171.97559073977402,171.97559073977402,169.14110729517068
side-middle,0.8,-1,3.25,163.9749498928356,133.74172851650172,174.35846445197677,174.35846445197677,171.97743567358984
side-middle,0.8,-1,3.5,166.34911590730118,135.62181880482729,176.74133816417952,176.74133816417952,174.813764052009
side-middle,0.8,-1,3.75,169.1131274900688,138.15403607171953,179.4685892549121,179.4685892549121,177.30880156001234
side-middle,0.8,-1,4.0,171.87713907283637,140.68625333861175,182.19584034564468,182.19584034564468,179.80383906801566
side-middle,0.8,-1,4.25,174.641150655604,143.21847060550397,184.92309143637726,184.92309143637726,182.29887657601898
side-middle,0.8,-1,4.5,177.4051622383716,145.7506878723962,187.65034252710984,187.65034252710984,184.79391408402233
side-middle,0.8,-1,4.75,180.52560264585236,149.09362532085032,190.75313398124734,190.75313398124734,186.94676116492354
side-middle,0.8,-1,5.0,183.64604305333307,152.43656276930443,193.85592543538485,193.85592543538485,189.09960824582475
side-middle,0.8,-1,5.25,186.7664834608138,155.77950021775854,196.95871688952235,196.95871688952235,191.25245532672596
side-middle,0.8,-1,5.5,189.88692386829456,159.12243766621265,200.06150834365985,200.06150834365985,193.40530240762718
side-middle,0.8,-1,5.75,191.61287357032575,161.25927578722448,201.78211353507118,201.78211353507118,193.73081191678432
side-middle,0.8,-1,6.0,193.33882327235696,163.39611390823632,203.5027187264825,203.5027187264825,194.05632142594152
side-middle,0.8,-1,6.25,195.06477297438818,165.53295202924812,205.22332391789382,205.22332391789382,194.38183093509872
side-middle,0.8,-1,6.5,196.79072267641936,167.66979015025996,206.94392910930515,206.94392910930515,194.70734044425586
side-middle,0.8,-1,6.75,196.29193862511073,167.27455227478958,206.7582284136954,206.7582284136954,193.79326892846575
side-middle,0.8,-1,7.0,195.79315457380207,166.87931439931918,206.57252771808567,206.57252771808567,192.8791974126756
side-middle,0.8,0,-7.0,102.21644917812918,84.30302290207281,110.35789450916678,110.35789450916678,110.35789450916678
side-middle,0.8,0,-6.75,105.55609364451428,86.7010914758426,113.93743732731465,113.93743732731465,113.93743732731465
side-middle,0.8,0,-6.5,108.89573811089936,89.09916004961238,117.51698014546253,117.51698014546253,117.51698014546253
side-middle,0.8,0,-6.25,113.89006171826776,93.06415978291898,122.65616201170042,122.65616201170042,122.65616201170042
side-middle,0.8,0,-6.0,118.88438532563615,97.02915951622556,127.79534387793832,127.79534387793832,127.79534387793832
side-middle,0.8,0,-5.75,123.87870893300455,100.99415924953215,132.93452574417623,132.93452574417623,132.93452574417623
side-middle,0.8,0,-5.5,128.87303254037295,104.95915898283874,138.07370761041412,138.07370761041412,138.07370761041412
side-middle,0.8,0,-5.25,133.40031182379775,108.59605469934215,142.7371477735834,142.7371477735834,142.7371477735834
side-middle,0.8,0,-5.0,137.92759110722255,112.23295041584555,147.40058793675263,147.40058793675263,147.40058793675263
side-middle,0.8,0,-4.75,142.45487039064736,115.86984613234895,152.06402809992187,152.06402809992187,152.06402809992187
side-middle,0.8,0,-4.5,146.98214967407216,119.50674184885236,156.72746826309114,156.72746826309114,156.72746826309114
side-middle,0.8,0,-4.25,149.76446826338025,121.80184411131972,159.50419189235046,159.50419189235046,159.50419189235046
side-middle,0.8,0,-4.0,152.54678685268834,124.09694637378708,162.2809155216098,162.2809155216098,162.2809155216098
side-middle,0.8,0,-3.75,155.3291054419964,126.39204863625443,165.05763915086914,165.05763915086914,165.05763915086914
side-middle,0.8,0,-3.5,158.1114240313045,128.6871508987218,167.83436278012846,167.83436278012846,167.83436278012846
side-middle,0.8,0,-3.25,160.09255048455051,130.7276454567925,169.67664562186394,169.67664562186394,169.67664562186394
side-middle,0.8,0,-3.0,162.07367693779656,132.7681400148632,171.5189284635994,171.5189284635994,171.5189284635994
side-middle,0.8,0,-2.75,164.05480339104258,134.80863457293393,173.36121130533485,173.36121130533485,173.36121130533485
side-middle,0.8,0,-2.5,166.0359298442886,136.84912913100462,175.20349414707033,175.20349414707033,175.20349414707033
side-middle,0.8,0,-2.25,164.92428317666622,136.13461955616452,173.9980668150991,173.9980668150991,173.64233552636972
side-middle,0.8,0,-2.0,163.81263650904387,135.4201099813244,172.79263948312786,172.79263948312786,172.79263948312786
side-middle,0.8,0,-1.75,162.70098984142152,134.7056004064843,171.58721215115662,171.58721215115662,171.58721215115662
side-middle,0.8,0,-1.5,161.58934317379914,133.99109083164421,170.38178481918538,170.38178481918538,170.38178481918538
side-middle,0.8,0,-1.25,155.64482923628503,128.45033481986303,164.43404426389395,164.43404426389395,164.43404426389395
side-middle,0.8,0,-1.0,149.7003152987709,122.90957880808183,158.48630370860252,158.48630370860252,158.48630370860252
side-middle,0.8,0,-0.75,143.75580136125677,117.36882279630063,152.5385631533111,152.5385631533111,152.5385631533111
side-middle,0.8,0,-0.5,137.81128742374267,111.82806678451945,146.59082259801966,146.59082259801966,146.93618387617747
side-middle,0.8,0,-0.25,134.95747118948532,109.24460514457186,143.74199563796483,143.74199563796483,146.8596808892521
side-middle,0.8,0,0.0,132.10365495522797,106.6611435046243,140.89316867791,140.89316867791,145.7068261220159
side-middle,0.8,0,0.25,129.24983872097064,104.07768186467675,138.04434171785522,138.04434171785522,140.42950838786518
side-middle,0.8,0,0.5,126.39602248671329,101.49422022472916,135.1955147578004,135.1955147578004,137.64834144361092
side-middle,0.8,0,0.75,129.23005168749148,104.09263777886473,138.12275254929304,138.12275254929304,138.12275254929304
side-middle,0.8,0,1.0,132.0640808882697,106.69105533300028,141.04999034078568,141.04999034078568,141.04999034078568
side-middle,0.8,0,1.25,134.8981100890479,109.28947288713584,143.97722813227833,143.97722813227833,143.97722813227833
side-middle,0.8,0,1.5,137.73213928982608,111.8878904412714,146.90446592377097,146.90446592377097,146.90446592377097
side-middle,0.8,0,1.75,141.68509299399807,115.2587091308643,151.04546207741132,151.04546207741132,151.04546207741132
side-middle,0.8,0,2.0,145.63804669817006,118.62952782045723,155.18645823105166,155.18645823105166,155.18645823105166
side-middle,0.8,0,2.25,149.59100040234205,122.00034651005014,159.327454384692,159.327454384692,159.327454384692
side-middle,0.8,0,2.5,153.543954106514,125.37116519964306,163.46845053833235,163.46845053833235,163.46845053833235
side-middle,0.8,0,2.75,156.3354203906429,127.53970340246266,166.3047789167515,166.3047789167515,166.3047789167515
side-middle,0.8,0,3.0,159.12688667477175,129.70824160528227,169.14110729517068,169.14110729517068,169.14110729517068
side-middle,0.8,0,3.25,161.91835295890064,131.87677980810187,171.97743567358984,171.97743567358984,171.97743567358984
side-middle,0.8,0,3.5,164.70981924302953,134.04531801092148,174.813764052009,174.813764052009,174.813764052009
side-middle,0.8,0,3.75,167.19600412132536,136.1960517297798,177.30880156001234,177.30880156001234,177.30880156001234
side-middle,0.8,0,4.0,169.6821889996212,138.34678544863817,179.80383906801566,179.80383906801566,179.80383906801566
side-middle,0.8,0,4.25,172.16837387791702,140.49751916749653,182.29887657601898,182.29887657601898,182.29887657601898
side-middle,0.8,0,4.5,174.65455875621285,142.64825288635487,184.79391408402233,184.79391408402233,184.79391408402233
side-middle,0.8,0,4.75,176.7778956822778,144.9017593273583,186.94676116492354,186.94676116492354,186.94676116492354
side-middle,0.8,0,5.0,178.90123260834275,147.1552657683617,189.09960824582475,189.09960824582475,189.09960824582475
side-middle,0.8,0,5.25,181.02456953440768,149.4087722093651,191.25245532672596,191.25245532672596,191.25245532672596
side-middle,0.8,0,5.5,183.14790646047263,151.66227865036853,193.40530240762718,193.40530240762718,193.40530240762718
side-middle,0.8,0,5.75,183.46770643337572,152.2534661837209,193.73081191678432,193.73081191678432,193.73081191678432
side-middle,0.8,0,6.0,183.7875064062788,152.84465371707324,194.05632142594152,194.05632142594152,194.05632142594152
side-middle,0.8,0,6.25,184.1073063791819,153.43584125042563,194.38183093509872,194.38183093509872,194.38183093509872
side-middle,0.8,0,6.5,184.427106352085,154.02702878377798,194.70734044425586,194.70734044425586,194.70734044425586
side-middle,0.8,0,6.75,183.12458665272862,152.5988373063641,193.79326892846575,193.79326892846575,193.79326892846575
side-middle,0.8,0,7.0,181.82206695337226,151.17064582895017,192.8791974126756,192.8791974126756,192.8791974126756
side-middle,0.8,1,-7.0,94.78853085209107,80.25172521512003,100.12209506166221,100.12209506166221,110.35789450916678
side-middle,0.8,1,-6.75,97.02694319130856,81.29408626438178,102.58292795680399,102.58292795680399,113.93743732731465
side-middle,0.8,1,-6.5,99.26535553052608,82.3364473136435,105.04376085194576,105.04376085194576,117.51698014546253
side-middle,0.8,1,-6.25,104.33081199138749,85.9999833862619,110.40539587035795,110.40539587035795,122.65616201170042
side-middle,0.8,1,-6.0,109.3962684522489,89.6635194588803,115.76703088877015,115.76703088877015,127.79534387793832
side-middle,0.8,1,-5.75,114.46172491311032,93.3270555314987,121.12866590718235,121.12866590718235,132.93452574417623
side-middle,0.8,1,-5.5,119.52718137397173,96.9905916041171,126.49030092559454,126.49030092559454,138.07370761041412
side-middle,0.8,1,-5.25,125.20889545023587,101.46674089529753,132.6296144469884,132.6296144469884,142.7371477735834
side-middle,0.8,1,-5.0,130.89060952650004,105.94289018647795,138.76892796838226,138.76892796838226,147.40058793675263
side-middle,0.8,1,-4.75,136.57232360276421,110.41903947765837,144.90824148977612,144.90824148977612,152.06402809992187
side-middle,0.8,1,-4.5,142.25403767902836,114.8951887688388,151.04755501116998,151.04755501116998,156.72746826309114
side-middle,0.8,1,-4.25,145.86151572305738,117.80422900703726,154.8974838539097,154.8974838539097,159.50419189235046
side-middle,0.8,1,-4.0,149.46899376708637,120.71326924523574,158.7474126966494,158.7474126966494,162.2809155216098
side-middle,0.8,1,-3.75,153.07647181111537,123.62230948343421,162.59734153938913,162.59734153938913,165.05763915086914
side-middle,0.8,1,-3.5,156.68394985514436,126.53134972163267,166.44727038212886,166.44727038212886,167.83436278012846
side-middle,0.8,1,-3.25,158.72854479209118,128.60908300595707,168.52863166739127,168.52863166739127,169.67664562186394
side-middle,0.8,1,-3.0,160.773139729038,130.6868162902815,170.60999295265364,170.60999295265364,171.5189284635994
side-middle,0.8,1,-2.75,162.81773466598483,132.76454957460592,172.69135423791602,172.69135423791602,173.36121130533485
side-middle,0.8,1,-2.5,164.86232960293165,134.84228285893033,174.77271552317842,174.77271552317842,175.20349414707033
side-middle,0.8,1,-2.25,164.88516098090832,135.37737942930943,174.8069334566895,174.8069334566895,173.64233552636972
side-middle,0.8,1,-2.0,164.90799235888497,135.91247599968855,174.84115139020062,174.84115139020062,172.79263948312786
