path,sigma_px,offset_px,distance_px,x,y,red,green,blue,saturation,value
F,0.8,-1,5.25,422.25,459.0,115.55814474876227,176.34002133531,196.3593037973578,0.4114964632996564,196.3593037973578
F,0.8,-1,5.5,422.5,459.0,111.42332690324795,173.61590603189757,194.33962268043763,0.4266566675059007,194.33962268043763
F,0.8,-1,5.75,422.75,459.0,107.28850905773363,170.89179072848515,192.31994156351743,0.44213528672324653,192.31994156351743
F,0.8,-1,6.0,423.0,459.0,103.15369121221931,168.16767542507273,190.30026044659726,0.4579424590899776,190.30026044659726
F,0.8,-1,6.25,423.25,459.0,101.80421668998109,166.71092774881674,188.8176214108334,0.4608330730505639,188.8176214108334
F,0.8,-1,6.5,423.5,459.0,100.45474216774286,165.25418007256076,187.3349823750695,0.46376944180868934,187.3349823750695
F,0.8,-1,6.75,423.75,459.0,99.10526764550463,163.79743239630477,185.8523433393056,0.46675266039249874,185.8523433393056
F,0.8,-1,7.0,424.0,459.0,97.7557931232664,162.34068472004878,184.36970430354174,0.4697838590535261,184.36970430354174
F,0.8,-1,7.25,424.25,459.0,97.35477646819905,161.6482739212429,183.78822137923964,0.4702882712635248,183.78822137923964
F,0.8,-1,7.5,424.5,459.0,96.9537598131317,160.955863122437,183.20673845493758,0.4707958853981841,183.20673845493758
F,0.8,-1,7.75,424.75,459.0,96.55274315806435,160.26345232363113,182.62525553063549,0.47130673204250456,182.62525553063549
F,0.8,-1,8.0,425.0,459.0,96.151726502997,159.57104152482523,182.0437726063334,0.4718208421722643,182.0437726063334
F,0.8,-1,8.25,425.25,459.0,95.30944233584484,157.9437513705916,180.4110799405068,0.4717095958448088,180.4110799405068
F,0.8,-1,8.5,425.5,459.0,94.46715816869266,156.31646121635794,178.7783872746802,0.4715963176043722,178.7783872746802
F,0.8,-1,8.75,425.75,459.0,93.62487400154052,154.68917106212427,177.1456946088536,0.47148095126856543,177.1456946088536
F,0.8,-1,9.0,426.0,459.0,92.78258983438835,153.06188090789064,175.513001943027,0.4713634385644754,175.513001943027
F,0.8,-1,9.25,426.25,459.0,90.65384634057793,149.32357987554798,171.1028861970879,0.4701793268632729,171.1028861970879
F,0.8,-1,9.5,426.5,459.0,88.52510284676751,145.58527884320534,166.69277045114882,0.46893256013936857,166.69277045114882
F,0.8,-1,9.75,426.75,459.0,86.39635935295709,141.8469778108627,162.28265470520975,0.4676180303440432,162.28265470520975
F,0.8,-1,10.0,427.0,459.0,84.26761585914666,138.10867677852008,157.87253895927066,0.4662300586621543,157.87253895927066
F,0.8,-1,10.25,427.25,459.0,80.21872907334927,132.34256509269264,151.11891318379293,0.46916817105621894,151.11891318379293
F,0.8,-1,10.5,427.5,459.0,76.16984228755186,126.57645340686521,144.36528740831517,0.4723811821042749,144.36528740831517
F,0.8,-1,10.75,427.75,459.0,72.12095550175447,120.81034172103777,137.6116616328374,0.4759095657591806,137.6116616328374
F,0.8,-1,11.0,428.0,459.0,68.07206871595707,115.04423003521035,130.85803585735965,0.4798021514692588,130.85803585735965
F,0.8,-1,11.25,428.25,459.0,65.6195487516037,111.88152520357644,127.1454123440804,0.48390156167000076,127.1454123440804
F,0.8,-1,11.5,428.5,459.0,63.167028787250324,108.71882037194256,123.43278883080114,0.48824757679389186,123.43278883080114
F,0.8,-1,11.75,428.75,459.0,60.714508822896946,105.55611554030867,119.72016531752189,0.4928631391222198,119.72016531752189
F,0.8,-1,12.0,429.0,459.0,58.261988858543575,102.39341070867476,116.00754180424263,0.4977741278506014,116.00754180424263
F,0.8,-1,12.25,429.25,459.0,60.39722038489213,105.08458795128381,119.01576126788956,0.4925275464234896,119.01576126788956
F,0.8,-1,12.5,429.5,459.0,62.53245191124069,107.77576519389285,122.02398073153648,0.4875396496954349,122.02398073153648
F,0.8,-1,12.75,429.75,459.0,64.66768343758925,110.46694243650188,125.0322001951834,0.48279176614793,125.0322001951834
F,0.8,-1,13.0,430.0,459.0,66.80291496393781,113.15811967911092,128.04041965883033,0.4782669789591655,128.04041965883033
F,0.8,-1,13.25,430.25,459.0,69.58960676114717,117.11122587800116,132.6716470238054,0.47547491628968297,132.6716470238054
F,0.8,-1,13.5,430.5,459.0,72.37629855835654,121.06433207689142,137.30287438878045,0.47287120622530326,137.30287438878045
F,0.8,-1,13.75,430.75,459.0,75.16299035556591,125.01743827578169,141.9341017537555,0.4704374112574596,141.9341017537555
F,0.8,-1,14.0,431.0,459.0,77.94968215277527,128.97054447467193,146.56532911873057,0.46815742425939433,146.56532911873057
F,0.8,-1,14.25,431.25,459.0,79.04832648481144,131.20125155687958,149.1334817046914,0.4699491651288608,149.1334817046914
F,0.8,-1,14.5,431.5,459.0,80.14697081684761,133.43195863908724,151.70163429065224,0.47168024133945524,151.70163429065224
F,0.8,-1,14.75,431.75,459.0,81.24561514888379,135.6626657212949,154.2697868766131,0.47335368257256333,154.2697868766131
F,0.8,-1,15.0,432.0,459.0,82.34425948091996,137.89337280350256,156.83793946257393,0.47497232007074613,156.83793946257393
F,0.8,-1,15.25,432.25,459.0,82.85086576011884,138.81459344941362,157.82065357527054,0.47503153812118654,157.82065357527054
F,0.8,-1,15.5,432.5,459.0,83.35747203931773,139.73581409532466,158.80336768796715,0.4750900232600427,158.80336768796715
F,0.8,-1,15.75,432.75,459.0,83.86407831851662,140.65703474123572,159.78608180066377,0.47514778900994215,159.78608180066377
F,0.8,-1,16.0,433.0,459.0,84.3706845977155,141.57825538714678,160.76879591336038,0.4752048485628794,160.76879591336038
F,0.8,-1,16.25,433.25,459.0,84.82778641211267,142.0732073193975,161.26785988787555,0.47399446814082635,161.26785988787555
F,0.8,-1,16.5,433.5,459.0,85.28488822650985,142.5681592516482,161.76692386239068,0.47279155596073125,161.76692386239068
F,0.8,-1,16.75,433.75,459.0,85.74199004090701,143.0631111838989,162.26598783690585,0.47159604311479864,162.26598783690585
F,0.8,-1,17.0,434.0,459.0,86.1990918553042,143.55806311614964,162.76505181142102,0.4704078615403622,162.76505181142102
F,0.8,-1,17.25,434.25,459.0,86.44865103491311,143.80837356012754,163.0154355538363,0.4696903962424883,163.0154355538363
F,0.8,-1,17.5,434.5,459.0,86.69821021452205,144.05868400410543,163.2658192962516,0.468975131547865,163.2658192962516
F,0.8,-1,17.75,434.75,459.0,86.94776939413097,144.30899444808333,163.5162030386669,0.4682620573474892,163.5162030386669
F,0.8,-1,18.0,435.0,459.0,87.19732857373988,144.55930489206122,163.7665867810822,0.4675511635941805,163.7665867810822
F,0.8,0,0.0,417.0,460.0,111.67855247082409,172.03068680975235,192.59531363374703,0.4201387854992153,192.59531363374703
F,0.8,0,0.25,417.25,460.0,110.89401512323253,171.66342963451285,192.55853127348854,0.4241023007922141,192.55853127348854
F,0.8,0,0.5,417.5,460.0,110.109477775641,171.2961724592733,192.5217489132301,0.42806733058888047,192.5217489132301
F,0.8,0,0.75,417.75,460.0,109.32494042804944,170.9289152840338,192.48496655297168,0.4320338757574435,192.48496655297168
F,0.8,0,1.0,418.0,460.0,108.5404030804579,170.56165810879426,192.4481841927132,0.43600193716679586,192.4481841927132
F,0.8,0,1.25,418.25,460.0,108.35592680574479,170.34832240953307,191.89707135158528,0.4353435097129759,191.89707135158528
F,0.8,0,1.5,418.5,460.0,108.17145053103167,170.1349867102719,191.34595851045736,0.43468128946596,191.34595851045736
F,0.8,0,1.75,418.75,460.0,107.98697425631855,169.9216510110107,190.79484566932945,0.4340152435591838,190.79484566932945
F,0.8,0,2.0,419.0,460.0,107.80249798160543,169.70831531174952,190.24373282820153,0.43334533874524095,190.24373282820153
F,0.8,0,2.25,419.25,460.0,108.053433033082,169.76925042843519,189.6478971019147,0.4302418603934466,189.6478971019147
F,0.8,0,2.5,419.5,460.0,108.30436808455858,169.83018554512086,189.0520613756279,0.42711881956490055,189.0520613756279
F,0.8,0,2.75,419.75,460.0,108.55530313603515,169.89112066180655,188.45622564934104,0.4239760307095234,188.45622564934104
F,0.8,0,3.0,420.0,460.0,108.80623818751172,169.95205577849222,187.8603899230542,0.4208133059232034,187.8603899230542
F,0.8,0,3.25,420.25,460.0,108.50470678737275,169.86244393584988,187.72327742781385,0.4219965244901683,187.72327742781385
F,0.8,0,3.5,420.5,460.0,108.20317538723378,169.7728320932075,187.58616493257347,0.42318147275878976,187.58616493257347
F,0.8,0,3.75,420.75,460.0,107.90164398709481,169.68322025056517,187.4490524373331,0.4243681545247188,187.4490524373331
F,0.8,0,4.0,421.0,460.0,107.60011258695585,169.59360840792283,187.31193994209275,0.42555657359471966,187.31193994209275
F,0.8,0,4.25,421.25,460.0,106.40671282303043,169.02699453867507,187.57318272093863,0.43271894585626,187.57318272093863
F,0.8,0,4.5,421.5,460.0,105.21331305910502,168.46038066942734,187.83442549978452,0.4398613950602696,187.83442549978452
F,0.8,0,4.75,421.75,460.0,104.0199132951796,167.8937668001796,188.09566827863043,0.44698400421910556,188.09566827863043
F,0.8,0,5.0,422.0,460.0,102.8265135312542,167.32715293093185,188.3569110574763,0.45408685588458647,188.3569110574763
F,0.8,0,5.25,422.25,460.0,101.68625370072,166.62082338836586,188.1544514372013,0.45955967066418857,188.1544514372013
F,0.8,0,5.5,422.5,460.0,100.54599387018581,165.9144938457999,187.95199181692624,0.4650442759440285,187.95199181692624
F,0.8,0,5.75,422.75,460.0,99.4057340396516,165.20816430323396,187.7495321966512,0.47054070986694757,187.7495321966512
F,0.8,0,6.0,423.0,460.0,98.26547420911741,164.50183476066798,187.54707257637617,0.47604901074049,187.54707257637617
F,0.8,0,6.25,423.25,460.0,97.94265686105363,163.93304551611772,186.53210441370706,0.4749286876438818,186.53210441370706
F,0.8,0,6.5,423.5,460.0,97.61983951298987,163.36425627156746,185.51713625103798,0.47379610592472327,185.51713625103798
F,0.8,0,6.75,423.75,460.0,97.2970221649261,162.79546702701717,184.5021680883689,0.47265106327463396,184.5021680883689
F,0.8,0,7.0,424.0,460.0,96.97420481686233,162.2266777824669,183.4871999256998,0.47149335290891964,183.4871999256998
F,0.8,0,7.25,424.25,460.0,96.61600901295776,161.44803632121145,182.7693380016521,0.4713773652116395,182.7693380016521
F,0.8,0,7.5,424.5,460.0,96.25781320905321,160.66939485995601,182.05147607760438,0.47126046279338757,182.05147607760438
F,0.8,0,7.75,424.75,460.0,95.89961740514863,159.89075339870055,181.33361415355665,0.47114263479059615,181.33361415355665
F,0.8,0,8.0,425.0,460.0,95.54142160124408,159.1121119374451,180.61575222950896,0.47102387016698677,180.61575222950896
F,0.8,0,8.25,425.25,460.0,94.57047769488146,157.09098419313528,178.78929119555306,0.4710506593404199,178.78929119555306
F,0.8,0,8.5,425.5,460.0,93.59953378851885,155.0698564488255,176.96283016159714,0.4710780015043466,176.96283016159714
F,0.8,0,8.75,425.75,460.0,92.62858988215623,153.04872870451572,175.13636912764125,0.47110591395983814,175.13636912764125
F,0.8,0,9.0,426.0,460.0,91.65764597579363,151.02760096020592,173.30990809368535,0.4711344147372886,173.30990809368535
F,0.8,0,9.25,426.25,460.0,89.11948505404538,146.72906444079717,168.4750871942968,0.47102276937084,168.4750871942968
F,0.8,0,9.5,426.5,460.0,86.58132413229714,142.43052792138846,163.64026629490826,0.47090452678521977,163.64026629490826
F,0.8,0,9.75,426.75,460.0,84.0431632105489,138.13199140197975,158.8054453955197,0.4707790844247715,158.8054453955197
F,0.8,0,10.0,427.0,460.0,81.50500228880065,133.833454882571,153.97062449613117,0.4706457640506054,153.97062449613117
F,0.8,0,10.25,427.25,460.0,77.16439855613262,127.85568173385151,147.0360455160013,0.4752008034129621,147.0360455160013
F,0.8,0,10.5,427.5,460.0,72.82379482346458,121.87790858513202,140.10146653587145,0.4802067628262917,140.10146653587145
F,0.8,0,10.75,427.75,460.0,68.48319109079654,115.90013543641253,133.1668875557416,0.48573408639493404,133.1668875557416
F,0.8,0,11.0,428.0,460.0,64.14258735812851,109.92236228769303,126.23230857561174,0.4918686976265841,126.23230857561174
F,0.8,0,11.25,428.25,460.0,62.28293316222944,107.63784343769615,123.38691898578656,0.49522255945620897,123.38691898578656
F,0.8,0,11.5,428.5,460.0,60.42327896633037,105.35332458769926,120.5415293959614,0.49873475748056356,120.5415293959614
F,0.8,0,11.75,428.75,460.0,58.5636247704313,103.06880573770238,117.69613980613623,0.5024167753768759,117.69613980613623
F,0.8,0,12.0,429.0,460.0,56.703970574532235,100.78428688770549,114.85075021631107,0.5062812348396907,114.85075021631107
F,0.8,0,12.25,429.25,460.0,59.62292533724063,104.60313897911129,118.96167857275965,0.4988056149462123,118.96167857275965
F,0.8,0,12.5,429.5,460.0,62.541880099949026,108.4219910705171,123.07260692920825,0.49182940330561686,123.07260692920825
F,0.8,0,12.75,429.75,460.0,65.46083486265742,112.2408431619229,127.18353528565683,0.4853041730941742,127.18353528565683
F,0.8,0,13.0,430.0,460.0,68.37978962536582,116.0596952533287,131.29446364210543,0.4791875626091763,131.29446364210543
F,0.8,0,13.25,430.25,460.0,72.09677648465086,121.47767148769226,137.356288509617,0.47511120701544723,137.356288509617
F,0.8,0,13.5,430.5,460.0,75.8137633439359,126.89564772205583,143.41811337712855,0.4713794404436349,143.41811337712855
F,0.8,0,13.75,430.75,460.0,79.53075020322095,132.3136239564194,149.4799382446401,0.4679503407804446,149.4799382446401
F,0.8,0,14.0,431.0,460.0,83.24773706250599,137.73160019078296,155.54176311215167,0.46478852112225877,155.54176311215167
F,0.8,0,14.25,431.25,460.0,84.59224069648246,140.96014733377257,159.09033329201262,0.4682754197188576,159.09033329201262
F,0.8,0,14.5,431.5,460.0,85.93674433045895,144.18869447676215,162.63890347187356,0.471610159095049,162.63890347187356
F,0.8,0,14.75,431.75,460.0,87.28124796443544,147.41724161975174,166.1874736517345,0.47480248633333455,166.1874736517345
F,0.8,0,15.0,432.0,460.0,88.62575159841191,150.64578876274135,169.73604383159545,0.4778613334104662,169.73604383159545
F,0.8,0,15.25,432.25,460.0,89.12122720082667,151.87346581994987,171.0220868522417,0.4788905407415306,171.0220868522417
F,0.8,0,15.5,432.5,460.0,89.61670280324141,153.1011428771584,172.30812987288795,0.4799043848403913,172.30812987288795
F,0.8,0,15.75,432.75,460.0,90.11217840565617,154.3288199343669,173.5941728935342,0.48090320715475726,173.5941728935342
F,0.8,0,16.0,433.0,460.0,90.60765400807091,155.55649699157541,174.88021591418044,0.48188733908851583,174.88021591418044
F,0.8,0,16.25,433.25,460.0,91.14998980829293,156.16667326810898,175.49429910011702,0.480609966957997,175.49429910011702
F,0.8,0,16.5,433.5,460.0,91.69232560851492,156.77684954464252,176.1083822860536,0.47934150312289686,176.1083822860536
F,0.8,0,16.75,433.75,460.0,92.23466140873694,157.38702582117605,176.72246547199018,0.47808185471837605,176.72246547199018
F,0.8,0,17.0,434.0,460.0,92.77699720895895,157.99720209770962,177.33654865792676,0.4768309301658899,177.33654865792676
F,0.8,0,17.25,434.25,460.0,93.0841320397187,158.305688943463,177.6451051788216,0.476010712785933,177.6451051788216
F,0.8,0,17.5,434.5,460.0,93.39126687047846,158.6141757892164,177.95366169971646,0.47519333978039036,177.95366169971646
F,0.8,0,17.75,434.75,460.0,93.69840170123821,158.9226626349698,178.26221822061132,0.4743787963791619,178.26221822061132
F,0.8,0,18.0,435.0,460.0,94.00553653199796,159.2311494807232,178.57077474150617,0.47356706791423386,178.57077474150617
F,0.8,1,0.0,417.0,461.0,99.45561908746829,164.28938557144204,186.6262388147444,0.467086623407797,186.6262388147444
F,0.8,1,0.25,417.25,461.0,99.02980257155475,164.02133310516797,186.95972468677132,0.4703147817666754,186.95972468677132
F,0.8,1,0.5,417.5,461.0,98.6039860556412,163.75328063889387,187.29321055879828,0.4735314442982131,187.29321055879828
F,0.8,1,0.75,417.75,461.0,98.17816953972765,163.48522817261977,187.6266964308252,0.4767366723001261,187.6266964308252
F,0.8,1,1.0,418.0,461.0,97.75235302381411,163.2171757063457,187.96018230285216,0.4799305266351043,187.96018230285216
F,0.8,1,1.25,418.25,461.0,97.70596521628305,163.3423960215653,187.7439829023187,0.4795787129587078,187.7439829023187
F,0.8,1,1.5,418.5,461.0,97.659577408752,163.46761633678489,187.52778350178528,0.4792260880755183,187.52778350178528
F,0.8,1,1.75,418.75,461.0,97.61318960122094,163.5928366520045,187.31158410125187,0.47887264917659433,187.31158410125187
F,0.8,1,2.0,419.0,461.0,97.56680179368988,163.7180569672241,187.0953847007184,0.4785183934400107,187.0953847007184
F,0.8,1,2.25,419.25,461.0,97.70137517226699,164.01935588762825,186.43283965765306,0.47594331904359666,186.43283965765306
F,0.8,1,2.5,419.5,461.0,97.83594855084411,164.32065480803243,185.77029461458767,0.4733498767721634,185.77029461458767
F,0.8,1,2.75,419.75,461.0,97.97052192942122,164.6219537284366,185.10774957152233,0.47073786939661777,185.10774957152233
F,0.8,1,3.0,420.0,461.0,98.10509530799834,164.9232526488408,184.44520452845697,0.4681070968540021,184.44520452845697
F,0.8,1,3.25,420.25,461.0,98.05723074560066,164.80769098395132,184.06718445188045,0.4672747831852931,184.06718445188045
F,0.8,1,3.5,420.5,461.0,98.00936618320299,164.69212931906185,183.6891643753039,0.46643904382429724,183.6891643753039
F,0.8,1,3.75,420.75,461.0,97.96150162080531,164.57656765417238,183.3111442987274,0.46559985757786043,183.3111442987274
F,0.8,1,4.0,421.0,461.0,97.91363705840763,164.4610059892829,182.93312422215087,0.4647572030776505,182.93312422215087
F,0.8,1,4.25,421.25,461.0,97.64536634136309,163.81412508119848,183.15998759284201,0.46688483863394237,183.15998759284201
F,0.8,1,4.5,421.5,461.0,97.37709562431854,163.16724417311403,183.38685096353313,0.469007210098819,183.38685096353313
F,0.8,1,4.75,421.75,461.0,97.108824907274,162.52036326502957,183.61371433422426,0.4711243369843773,183.61371433422426
F,0.8,1,5.0,422.0,461.0,96.84055419022945,161.87348235694515,183.8405777049154,0.4732362387064007,183.8405777049154
F,0.8,1,5.25,422.25,461.0,96.66822320979627,161.46900144501475,183.91272571603358,0.47437991126805046,183.91272571603358
F,0.8,1,5.5,422.5,461.0,96.49589222936308,161.06452053308436,183.98487372715175,0.47552268686791177,183.98487372715175
F,0.8,1,5.75,422.75,461.0,96.32356124892988,160.66003962115397,184.05702173826992,0.47666456656077755,184.05702173826992
F,0.8,1,6.0,423.0,461.0,96.15123026849669,160.25555870922358,184.1291697493881,0.47780555139978725,184.1291697493881
F,0.8,1,6.25,423.25,461.0,96.0426737774132,160.2502730916196,183.37070295411255,0.4762376310383272,183.37070295411255
F,0.8,1,6.5,423.5,461.0,95.93411728632972,160.2449874740156,182.612236158837,0.4746566861878534,182.612236158837
F,0.8,1,6.75,423.75,461.0,95.82556079524626,160.2397018564116,181.8537693635614,0.47306255388266305,181.8537693635614
F,0.8,1,7.0,424.0,461.0,95.71700430416277,160.23441623880763,181.09530256828586,0.4714550684269095,181.09530256828586
F,0.8,1,7.25,424.25,461.0,95.13590502113068,159.3726562909869,180.19384378808326,0.4720357642572121,180.19384378808326
F,0.8,1,7.5,424.5,461.0,94.55480573809858,158.51089634316617,179.29238500788068,0.4726222994136506,179.29238500788068
F,0.8,1,7.75,424.75,461.0,93.97370645506649,157.64913639534544,178.39092622767808,0.4732147624194235,178.39092622767808
F,0.8,1,8.0,425.0,461.0,93.39260717203439,156.7873764475247,177.48946744747548,0.4738132435961469,177.48946744747548
F,0.8,1,8.25,425.25,461.0,92.26554287413698,154.43038277334438,175.45505258669093,0.47413573155125116,175.45505258669093
F,0.8,1,8.5,425.5,461.0,91.13847857623958,152.07338909916402,173.42063772590637,0.47446578578332094,173.42063772590637
F,0.8,1,8.75,425.75,461.0,90.01141427834217,149.71639542498366,171.38622286512182,0.4748036757354779,171.38622286512182
F,0.8,1,9.0,426.0,461.0,88.88434998044477,147.35940175080333,169.35180800433727,0.4751496837980711,169.35180800433727
F,0.8,1,9.25,426.25,461.0,86.20948387744221,142.81071572082496,164.39314450925383,0.4755895439874051,164.39314450925383
F,0.8,1,9.5,426.5,461.0,83.53461777443965,138.2620296908466,159.43448101417036,0.47605676486621995,159.43448101417036
F,0.8,1,9.75,426.75,461.0,80.8597516714371,133.71334366086822,154.4758175190869,0.4765539812634677,154.4758175190869
F,0.8,1,10.0,427.0,461.0,78.18488556843454,129.16465763088985,149.51715402400345,0.47708417753936944,149.51715402400345
F,0.8,1,10.25,427.25,461.0,73.81284652777885,123.27030399162419,142.72525388719583,0.4828326135883599,142.72525388719583
F,0.8,1,10.5,427.5,461.0,69.44080748712315,117.37595035235853,135.9333537503882,0.48915549001582076,135.9333537503882
F,0.8,1,10.75,427.75,461.0,65.06876844646746,111.48159671309288,129.14145361358055,0.49614344096538177,129.14145361358055
F,0.8,1,11.0,428.0,461.0,60.69672940581177,105.58724307382722,122.34955347677294,0.5039072258050001,122.34955347677294
F,0.8,1,11.25,428.25,461.0,59.198055676929975,103.86154346460245,120.1265947231072,0.507202748788626,120.1265947231072
F,0.8,1,11.5,428.5,461.0,57.69938194804817,102.13584385537766,117.90363596944147,0.5106225395542269,117.90363596944147
F,0.8,1,11.75,428.75,461.0,56.20070821916637,100.41014424615288,115.68067721577573,0.5141737620161329,115.68067721577573
F,0.8,1,12.0,429.0,461.0,54.702034490284575,98.6844446369281,113.45771846211,0.5178641415343399,113.45771846211
F,0.8,1,12.25,429.25,461.0,57.610564367494604,102.70374814907768,117.76272117218711,0.5107911587465854,117.76272117218711
F,0.8,1,12.5,429.5,461.0,60.51909424470464,106.72305166122727,122.06772388226423,0.5042170663960605,122.06772388226423
F,0.8,1,12.75,429.75,461.0,63.427624121914675,110.74235517337686,126.37272659234135,0.49809087900332905,126.37272659234135
F,0.8,1,13.0,430.0,461.0,66.3361539991247,114.76165868552644,130.67772930241847,0.4923683296821946,130.67772930241847
F,0.8,1,13.25,430.25,461.0,70.24186300149762,120.68587362275964,137.2603827785765,0.48825828997716514,137.2603827785765
F,0.8,1,13.5,430.5,461.0,74.14757200387055,126.61008855999283,143.84303625473456,0.48452442374366245,143.84303625473456
F,0.8,1,13.75,430.75,461.0,78.05328100624347,132.53430349722603,150.4256897308926,0.48111734673858814,150.4256897308926
F,0.8,1,14.0,431.0,461.0,81.95899000861638,138.45851843445922,157.00834320705064,0.4779959565554099,157.00834320705064
F,0.8,1,14.25,431.25,461.0,83.54853994607842,142.2296249052689,161.1764762006875,0.4816331643704092,161.1764762006875
F,0.8,1,14.5,431.5,461.0,85.13808988354045,146.00073137607862,165.34460919432436,0.4850869931690346,165.34460919432436
F,0.8,1,14.75,431.75,461.0,86.72763982100247,149.77183784688833,169.5127421879612,0.4883709702198313,169.5127421879612
F,0.8,1,15.0,432.0,461.0,88.31718975846451,153.54294431769802,173.68087518159808,0.4914973242383688,173.68087518159808
F,0.8,1,15.25,432.25,461.0,88.92958254832533,154.9914295655446,175.22414372787796,0.4924809980157048,175.22414372787796
F,0.8,1,15.5,432.5,461.0,89.54197533818613,156.43991481339114,176.76741227415783,0.49344749585794245,176.76741227415783
F,0.8,1,15.75,432.75,461.0,90.15436812804695,157.8884000612377,178.3106808204377,0.49439726373523224,178.3106808204377
F,0.8,1,16.0,433.0,461.0,90.76676091790776,159.33688530908427,179.8539493667176,0.4953307323108226,179.8539493667176
F,0.8,1,16.25,433.25,461.0,91.40342715701446,160.05097471587027,180.57497555653424,0.4938200773650501,180.57497555653424
F,0.8,1,16.5,433.5,461.0,92.04009339612115,160.7650641226563,181.2960017463509,0.49232143836854514,181.2960017463509
F,0.8,1,16.75,433.75,461.0,92.67675963522785,161.47915352944233,182.01702793616755,0.49083467252454466,182.01702793616755
F,0.8,1,17.0,434.0,461.0,93.31342587433454,162.19324293622833,182.7380541259842,0.4893596392900084,182.7380541259842
F,0.8,1,17.25,434.25,461.0,93.68402740998434,162.5645986363807,183.10912258761078,0.4883705077819917,183.10912258761078
F,0.8,1,17.5,434.5,461.0,94.05462894563412,162.93595433653311,183.48019104923742,0.48738537709286395,183.48019104923742
F,0.8,1,17.75,434.75,461.0,94.42523048128392,163.30731003668552,183.85125951086405,0.48640422299797087,183.85125951086405
F,0.8,1,18.0,435.0,461.0,94.7958320169337,163.6786657368379,184.22232797249063,0.485427021467836,184.22232797249063
F,0.8,2,0.0,417.0,462.0,95.48032168998273,160.06521384503318,181.90702988870288,0.4751147234474613,181.90702988870288
F,0.8,2,0.25,417.25,462.0,95.39226377128226,159.9756251824574,182.619300043836,0.4776441277105746,182.619300043836
F,0.8,2,0.5,417.5,462.0,95.30420585258179,159.8860365198816,183.3315701989692,0.4801538777573965,183.3315701989692
F,0.8,2,0.75,417.75,462.0,95.2161479338813,159.79644785730582,184.04384035410237,0.4826442017799434,184.04384035410237
F,0.8,2,1.0,418.0,462.0,95.12809001518083,159.70685919473004,184.7561105092355,0.485115324451336,184.7561105092355
F,0.8,2,1.25,418.25,462.0,95.0363113227283,160.05450379406483,184.80526880333503,0.4857489078200283,184.80526880333503
F,0.8,2,1.5,418.5,462.0,94.94453263027577,160.40214839339964,184.85442709743452,0.48638215421136943,184.85442709743452
F,0.8,2,1.75,418.75,462.0,94.85275393782324,160.74979299273446,184.90358539153402,0.48701506389412524,184.90358539153402
F,0.8,2,2.0,419.0,462.0,94.7609752453707,161.09743759206924,184.95274368563355,0.48764763713677534,184.95274368563355
F,0.8,2,2.25,419.25,462.0,94.71946241515639,161.58849424106293,184.3955273125752,0.48632451233703644,184.3955273125752
F,0.8,2,2.5,419.5,462.0,94.67794958494206,162.07955089005662,183.83831093951687,0.4849933667194578,183.83831093951687
F,0.8,2,2.75,419.75,462.0,94.63643675472773,162.57060753905034,183.28109456645853,0.48365412712868683,183.28109456645853
F,0.8,2,3.0,420.0,462.0,94.59492392451341,163.06166418804403,182.7238781934002,0.48230671951702214,182.7238781934002
F,0.8,2,3.25,420.25,462.0,94.82433217059298,162.9837734645701,182.38188567796416,0.4800781238876625,182.38188567796416
F,0.8,2,3.5,420.5,462.0,95.05374041667255,162.90588274109615,182.03989316252813,0.4778411546758762,182.03989316252813
F,0.8,2,3.75,420.75,462.0,95.28314866275211,162.82799201762222,181.6979006470921,0.47559576459929215,181.6979006470921
F,0.8,2,4.0,421.0,462.0,95.51255690883168,162.7501012941483,181.35590813165607,0.4733419060188877,181.35590813165607
F,0.8,2,4.25,421.25,462.0,95.86630138959619,161.94676803295852,181.55933429055455,0.47198362582571146,181.55933429055455
F,0.8,2,4.5,421.5,462.0,96.2200458703607,161.14343477176877,181.76276044945303,0.4706283859662285,181.76276044945303
F,0.8,2,4.75,421.75,462.0,96.57379035112521,160.34010151057902,181.9661866083515,0.4692761762437634,181.9661866083515
F,0.8,2,5.0,422.0,462.0,96.92753483188972,159.53676824938924,182.16961276725,0.46792698650718595,182.16961276725
F,0.8,2,5.25,422.25,462.0,96.96621814724843,158.98443773876522,182.11685035273024,0.4675604263996391,182.11685035273024
F,0.8,2,5.5,422.5,462.0,97.00490146260714,158.43210722814118,182.06408793821052,0.4671936538328802,182.06408793821052
F,0.8,2,5.75,422.75,462.0,97.04358477796585,157.87977671751713,182.01132552369077,0.4668266686221426,182.01132552369077
F,0.8,2,6.0,423.0,462.0,97.08226809332456,157.32744620689311,181.95856310917105,0.46645947058244586,181.95856310917105
F,0.8,2,6.25,423.25,462.0,96.3414001057752,157.27123914376986,180.92253964594462,0.46749918338361834,180.92253964594462
F,0.8,2,6.5,423.5,462.0,95.60053211822584,157.2150320806466,179.88651618271825,0.4685508722559261,179.88651618271825
F,0.8,2,6.75,423.75,462.0,94.85966413067648,157.15882501752336,178.85049271949185,0.46961474531997033,178.85049271949185
F,0.8,2,7.0,424.0,462.0,94.11879614312713,157.1026179544001,177.81446925626543,0.4706910155467521,177.81446925626543
F,0.8,2,7.25,424.25,462.0,93.06680410494123,155.9878710932034,176.5671249506259,0.47290978356834074,176.5671249506259
