path,sigma_px,offset_px,distance_px,x,y,red,green,blue,saturation,value
B,0,-1,3.2250114320570527,115.32888503156643,299.4350016075141,75.8320996721379,129.43713278052596,148.18214563190162,0.4882507649706196,148.18214563190162
B,0,-1,3.47308923452298,115.57478667091068,299.46778849275995,71.16113864083992,122.52027010988382,141.69723697616223,0.4977944513285648,141.69723697616223
B,0,-1,3.7211670369889074,115.82068831025495,299.50057537800586,66.63529988849851,115.74852971819809,135.38969999470305,0.5078259284782702,135.38969999470305
B,0,-1,3.9692448394548343,116.0665899495992,299.5333622632518,64.10577245532168,111.47030367624265,131.50582024247072,0.5125252073472998,131.50582024247072
B,0,-1,4.217322641920761,116.31249158894347,299.5661491484977,66.64472739597731,113.58916981154312,133.76608665853615,0.5017815870916453,133.76608665853615
B,0,-1,4.465400444386688,116.55839322828774,299.5989360337436,69.23205642961871,115.74028534216743,136.07472716758735,0.49122031790404647,136.07472716758735
B,0,-1,4.713478246852616,116.804294867632,299.6317229189895,71.86775955624572,117.92365026811547,138.4317417696242,0.4808433482268334,138.4317417696242
B,0,-1,4.961556049318543,117.05019650697626,299.66450980423537,73.5488810389741,119.52104047236097,140.0851572626438,0.47497020757824987,140.0851572626438
B,0,-1,5.20963385178447,117.29609814632052,299.6972966894813,71.28069972525238,118.66269522421294,138.76779562105318,0.48633110869682206,138.76779562105318
B,0,-1,5.457711654250398,117.54199978566479,299.7300835747272,68.91577022555897,117.70760179009329,137.35368579349094,0.4982604956872237,137.35368579349094
B,0,-1,5.7057894567163245,117.78790142500905,299.7628704599731,66.45409253989402,116.65576017000214,135.84282777995713,0.5108016107590263,135.84282777995713
B,0,-1,5.9538672591822515,118.03380306435331,299.795657345219,64.73927532670008,116.3507790223819,135.14643636760093,0.5209694234881045,135.14643636760093
B,0,-1,6.201945061648178,118.27970470369758,299.82844423046487,68.31267005363027,121.33400981488597,140.16245404535084,0.5126179081344632,140.16245404535084
B,0,-1,6.450022864114105,118.52560634304183,299.8612311157108,71.9505635712076,126.38173939803701,145.2429705137478,0.5046193057281405,145.2429705137478
B,0,-1,6.698100666580033,118.7715079823861,299.8940180009567,75.65295587943282,131.49396777183603,150.38798577279272,0.4969481405666948,150.38798577279272
B,0,-1,6.94617846904596,119.01740962173035,299.9268048862026,79.17483797483689,136.39468958708426,155.30281055231276,0.4901905658161457,155.30281055231276
B,0,-1,7.194256271511887,119.26331126107462,299.9595917714485,79.5542392711638,137.7202205974183,156.4058611661745,0.49136024265330547,156.4058611661745
B,0,-1,7.442334073977815,119.50921290041889,299.9923786566944,80.01426405580034,139.07800100307617,157.557285873022,0.4921576389664065,157.557285873022
B,0,-1,7.690411876443742,119.75511453976314,300.0251655419403,80.58007787068664,140.5563676211788,158.78892773077536,0.4925333962371158,158.78892773077536
B,0,-1,7.938489678909669,120.00101617910741,300.0579524271862,81.24454891677526,142.12565441512638,160.1276867733412,0.4926264748220841,160.1276867733412
B,0,-1,8.186567481375596,120.24691781845168,300.0907393124321,84.3936476650119,144.4938207378662,162.98765637476959,0.48220834913437044,162.98765637476959
B,0,-1,8.434645283841522,120.49281945779593,300.123526197678,87.41374883195299,146.74911417697243,165.73475309256432,0.4725683829080094,165.73475309256432
B,0,-1,8.68272308630745,120.7387210971402,300.15631308292393,90.30485241759885,148.89153473244534,168.3689769267257,0.46364909934150406,168.3689769267257
B,0,-1,8.930800888773376,120.98462273648445,300.18909996816984,93.06695842194915,150.92108240428465,170.89032787725353,0.45539949757251946,170.89032787725353
B,0,-1,9.178878691239305,121.23052437582872,300.2218868534157,94.18800107481685,152.01726454978942,172.47831330144686,0.4539139485310195,172.47831330144686
B,0,-1,9.426956493705232,121.47642601517298,300.2546737386616,95.25100868948473,153.11766814530287,174.07052017564882,0.4528021827396731,174.07052017564882
B,0,-1,9.675034296171159,121.72232765451724,300.2874606239075,96.36239039713844,154.2825705314641,175.7272258404986,0.451636535339133,175.7272258404986
B,0,-1,9.923112098637086,121.96822929386151,300.32024750915343,97.52214619777794,155.51197170827302,177.44843029599605,0.4504197865537364,177.44843029599605
B,0,-1,10.171189901103013,122.21413093320577,300.35303439439934,96.96694468097776,156.46586121341812,178.46586121341815,0.45666390187073386,178.46586121341815
B,0,-1,10.41926770356894,122.46003257255003,300.3858212796452,96.27390613161242,157.49413413946266,179.49413413946266,0.46363759131643884,179.49413413946266
B,0,-1,10.667345506034867,122.70593421189429,300.4186081648911,95.70986516354252,158.65140464680255,180.65140464680255,0.47019584292373484,180.65140464680255
B,0,-1,10.915423308500795,122.95183585123856,300.451395050137,95.274821776768,159.9376727354379,181.9376727354379,0.4763326344439366,181.9376727354379
B,0,-1,11.163501110966722,123.19773749058282,300.48418193538294,95.10830643382259,161.8816882002615,183.28847572851302,0.48110045623000836,183.28847572851302
B,0,-1,11.411578913432649,123.44363912992708,300.51696882062885,94.91568288541296,163.923491120396,184.5925737306148,0.4858098515711245,184.5925737306148
B,0,-1,11.659656715898576,123.68954076927135,300.54975570587476,94.6424358486937,165.91691994754484,185.8482976397308,0.49075435691017616,185.8482976397308
B,0,-1,11.907734518364503,123.9354424086156,300.5825425911206,94.2885653236647,167.86197468170758,187.05564745586076,0.4959330733603548,187.05564745586076
B,0,-1,12.15581232083043,124.18134404795987,300.6153294763665,94.10517306817266,168.78217737319906,187.19631660113265,0.49729153448736574,187.19631660113265
B,0,-1,12.403890123296357,124.42724568730414,300.64811636161244,93.91654026291631,169.32039266762183,186.91209145227327,0.4975363041887675,186.91209145227327
B,0,-1,12.651967925762284,124.67314732664839,300.68090324685835,93.63115927168843,169.82635856672076,186.56336751276615,0.49812677311754977,186.56336751276615
B,0,-1,12.90004572822821,124.91904896599266,300.71369013210426,93.249030094489,170.30007507049584,186.15014478261136,0.49906549788942434,186.15014478261136
B,0,-1,13.14812353069414,125.16495060533691,300.7464770173501,92.5192401145888,169.46143163322384,184.8035269931867,0.4993643161474955,184.8035269931867
B,0,-1,13.396201333160066,125.41085224468118,300.779263902596,91.65038765557235,168.00272441600438,183.03334436613116,0.4992694474716078,183.03334436613116
B,0,-1,13.644279135625993,125.65675388402543,300.81205078784194,90.78153519655594,166.56014189644696,181.27928643673764,0.4992172741796585,181.27928643673764
B,0,-1,13.89235693809192,125.9026555233697,300.84483767308785,89.91268273753948,165.13368407455135,179.54135320500592,0.49920906168689516,179.54135320500592
B,0,-1,14.140434740557847,126.14855716271397,300.87762455833376,89.19238744123702,163.66881170511823,177.9499220852503,0.49877815963016997,177.9499220852503
B,0,-1,14.388512543023774,126.39445880205822,300.9104114435797,88.56943662156485,162.22312553981493,176.47298064194294,0.49811332987416973,176.47298064194294
B,0,-1,14.6365903454897,126.64036044140249,300.94319832882553,87.94648580189289,160.84193816515892,175.0282885939592,0.4975298764080573,175.0282885939592
B,0,-1,14.88466814795563,126.88626208074676,300.97598521407144,87.3235349822207,159.52524958115083,173.61584594129943,0.49703015580878873,173.61584594129943
B,0,-1,15.132745950421556,127.13216372009101,301.00877209931735,85.09591596954287,155.97225630157237,172.75727704861973,0.5074249986841711,172.75727704861973
B,0,0,0.0,112.0,300.0,100.0,162.0,185.0,0.4594594594594595,185.0
B,0,0,0.24807780246592714,112.24590163934427,300.0327868852459,95.16151572157999,157.8583714055359,180.0550927170113,0.4714866750748156,180.0550927170113
B,0,0,0.4961556049318543,112.49180327868852,300.0655737704918,90.61327600107487,153.99086267132475,175.38430529427552,0.48334444265673726,175.38430529427552
B,0,0,0.7442334073977814,112.73770491803279,300.0983606557377,86.35528083848433,150.39747379736642,170.98763773179266,0.49496184645851843,170.98763773179266
B,0,0,0.9923112098637086,112.98360655737704,300.1311475409836,82.38753023380819,147.0782047836604,166.86509002956208,0.5062626327699083,166.86509002956208
B,0,0,1.2403890123296357,113.22950819672131,300.1639344262295,81.93066380005372,146.1437785541521,165.43214189733945,0.5047476091381529,165.43214189733945
B,0,0,1.4884668147955629,113.47540983606558,300.1967213114754,81.80704111797905,145.46277882289706,164.30556302069334,0.5021042525037577,164.30556302069334
B,0,0,1.73654461726149,113.72131147540983,300.2295081967213,81.78016662187592,144.8785272776136,163.30798172534267,0.4992273754297154,163.30798172534267
B,0,0,1.9846224197274172,113.9672131147541,300.26229508196724,81.85004031174432,144.39102391830164,162.43939801128738,0.49611952941332105,162.43939801128738
B,0,0,2.232700222193344,114.21311475409836,300.2950819672131,80.49690943294806,141.35205589895187,159.07605482397207,0.4939721787667975,159.07605482397207
B,0,0,2.4807780246592714,114.45901639344262,300.327868852459,78.79602257457668,137.77667293738241,155.16715936576185,0.49218621455305644,155.16715936576185
B,0,0,2.728855827125199,114.70491803278688,300.3606557377049,76.96613813491004,134.0561676968558,151.09701693093265,0.4906177521023349,151.09701693093265
B,0,0,2.9769336295911257,114.95081967213115,300.39344262295083,75.00725611394788,130.19054017737164,146.86562751948398,0.4892797083919652,146.86562751948398
B,0,0,3.2250114320570527,115.19672131147541,300.42622950819674,71.9325450147809,124.9672131147539,142.13114754098342,0.49390020231814985,142.13114754098342
B,0,0,3.47308923452298,115.44262295081967,300.4590163934426,68.58371405536155,119.42622950819691,137.29508196721332,0.5004648886713972,137.29508196721332
B,0,0,3.7211670369889074,115.68852459016394,300.4918032786885,65.21875839828004,113.88524590163937,132.45901639344265,0.5076306606070443,132.45901639344265
B,0,0,3.9692448394548343,115.93442622950819,300.5245901639344,61.83767804353678,108.34426229508213,127.62295081967228,0.5154658496267516,127.62295081967228
B,0,0,4.217322641920761,116.18032786885246,300.55737704918033,62.84815909701692,108.37274926095134,127.89518946519749,0.5085963798965324,127.89518946519749
B,0,0,4.465400444386688,116.42622950819673,300.59016393442624,65.43133566245635,110.39854877721041,129.98306906745495,0.49661647373089307,129.98306906745495
B,0,0,4.713478246852616,116.67213114754098,300.62295081967216,67.98226283257178,112.3920988981455,132.0225745767265,0.48507092025339144,132.0225745767265
B,0,0,4.961556049318543,116.91803278688525,300.655737704918,70.50094060736373,114.35339962375721,134.01370599301282,0.47392738612094276,134.01370599301282
B,0,0,5.20963385178447,117.1639344262295,300.6885245901639,70.23273313625376,114.83929051330293,134.13437248051608,0.4764001811209462,134.13437248051608
B,0,0,5.457711654250398,117.40983606557377,300.72131147540983,68.67589357699543,114.69228701961839,133.42999193765118,0.4853039217068519,133.42999193765118
B,0,0,5.7057894567163245,117.65573770491804,300.75409836065575,67.23192690137057,114.65815640956731,132.83848427841974,0.49388215872399316,132.83848427841974
B,0,0,5.9538672591822515,117.90163934426229,300.78688524590166,65.90083310937925,114.7368986831497,132.3598495028218,0.5021085823463837,132.3598495028218
B,0,0,6.201945061648178,118.14754098360656,300.8196721311475,67.33593120128995,117.70276807309867,135.06342381080367,0.501449546432246,135.06342381080367
B,0,0,6.450022864114105,118.39344262295081,300.8524590163934,70.51088417092171,122.50201558720765,139.7970975544208,0.4956198275613487,139.7970975544208
B,0,0,6.698100666580033,118.63934426229508,300.88524590163934,73.62133834990594,127.25288900833112,144.48239720505245,0.4904476962309741,144.48239720505245
B,0,0,6.94617846904596,118.88524590163934,300.91803278688525,76.66729373824231,131.95538833646856,149.11932276269806,0.48586613513362537,149.11932276269806
B,0,0,7.194256271511887,119.1311475409836,300.95081967213116,78.93496371943024,135.38403654931466,152.6006449879064,0.4827350583892628,152.6006449879064
B,0,0,7.442334073977815,119.37704918032787,300.9836065573771,80.6248320343994,137.77855415210968,155.17602794947595,0.48042985053947773,155.17602794947595
B,0,0,7.690411876443742,119.62295081967213,301.0163934426229,82.38753023380805,140.30932545014767,157.8933082504702,0.4782075874734691,157.8933082504702
B,0,0,7.938489678909669,119.8688524590164,301.04918032786884,84.07793603869929,142.9642569201827,160.72829884439665,0.47689400906248414,160.72829884439665
B,0,0,8.186567481375596,120.11475409836066,301.08196721311475,85.47299113141634,144.78903520558987,162.86401504971784,0.47518798977586413,162.86401504971784
B,0,0,8.434645283841522,120.36065573770492,301.11475409836066,86.60575114216607,145.5635581832841,164.09674818597153,0.47222749932853386,164.09674818597153
B,0,0,8.68272308630745,120.60655737704919,301.1475409836066,87.70626175759202,146.2574576726687,165.26498253157757,0.46929917993466175,165.26498253157757
B,0,0,8.930800888773376,120.85245901639344,301.1803278688525,88.77452297769408,146.87073367374367,166.3687180865359,0.466398948079179,166.3687180865359
B,0,0,9.178878691239305,121.09836065573771,301.21311475409834,90.09110454178992,147.958075786079,167.96264445041658,0.4636241597852118,167.96264445041658
B,0,0,9.426956493705232,121.34426229508196,301.24590163934425,91.8414404729911,149.8306906745498,170.35796828809453,0.46089143116759373,170.35796828809453
B,0,0,9.675034296171159,121.59016393442623,301.27868852459017,93.62402579951626,151.67105616769686,172.73716742811072,0.45799721511306796,172.73716742811072
B,0,0,9.923112098637086,121.8360655737705,301.3114754098361,95.43886052136526,153.47917226552005,175.10024187046497,0.45494729475034834,175.10024187046497
B,0,0,10.171189901103013,122.08196721311475,301.344262295082,96.81967213114751,155.3087879602257,177.33700618113406,0.45403571304088225,177.33700618113406
B,0,0,10.41926770356894,122.32786885245902,301.37704918032784,97.2786885245902,157.20290244557924,179.3265251276539,0.45753318726640024,179.3265251276539
B,0,0,10.667345506034867,122.57377049180327,301.40983606557376,97.73770491803279,159.04864283794677,181.28379467884974,0.4608580149638947,181.28379467884974
B,0,0,10.915423308500795,122.81967213114754,301.44262295081967,98.19672131147541,160.84600913732868,183.20881483472186,0.46401748518453323,183.20881483472186
B,0,0,11.163501110966722,123.06557377049181,301.4754098360656,98.10642300456863,162.2112335393711,184.52109647944098,0.4683186644975336,184.52109647944098
B,0,0,11.411578913432649,123.31147540983606,301.5081967213115,96.45444772910504,162.41144853533984,184.143509809191,0.4761995802673095,184.143509809191
B,0,0,11.659656715898576,123.55737704918033,301.5409836065574,94.72184896533179,162.46654125235128,183.6369255576456,0.48418952954209865,183.6369255576456
B,0,0,11.907734518364503,123.80327868852459,301.57377049180326,92.90862671324925,162.376511690406,183.00134372480534,0.4923063141385244,183.00134372480534
B,0,0,12.15581232083043,124.04918032786885,301.60655737704917,91.0341306100511,161.95511959150778,182.00134372480525,0.4998161620845005,182.00134372480525
B,0,0,12.403890123296357,124.29508196721312,301.6393442622951,89.1467347487234,160.66299381886589,179.950013437248,0.5046027891528301,179.950013437248
B,0,0,12.651967925762284,124.54098360655738,301.672131147541,87.16259070142425,159.25799516259053,177.80193496371928,0.5097770408448598,177.80193496371928
B,0,0,12.90004572822821,124.78688524590164,301.7049180327869,85.08169846815346,157.74012362268166,175.55710830421896,0.5153617003037136,175.55710830421896
B,0,0,13.14812353069414,125.0327868852459,301.73770491803276,83.09755442085492,156.07336737436225,173.25369524321465,0.520370666240613,173.25369524321465
B,0,0,13.396201333160066,125.27868852459017,301.7704918032787,82.34748723461452,154.13276001075008,171.16554689599593,0.5189015036732204,171.16554689599593
B,0,0,13.644279135625993,125.52459016393442,301.8032786885246,81.62966944369799,152.2082773447999,169.09352324643925,0.5172513537095694,169.09352324643925
B,0,0,13.89235693809192,125.77049180327869,301.8360655737705,80.94410104810528,150.29991937651158,167.0376242945444,0.5154139590409094,167.0376242945444
B,0,0,14.140434740557847,126.01639344262296,301.8688524590164,80.33566245632879,148.42192958881986,165.04273044880378,0.5132432538054205,165.04273044880378
B,0,0,14.388512543023774,126.26229508196721,301.9016393442623,80.40499865627496,146.76807309862892,163.70948669712405,0.5088555936588404,163.70948669712405
B,0,0,14.6365903454897,126.50819672131148,301.9344262295082,80.53883364686929,145.14646600376278,162.42461703843082,0.5041463842404306,162.42461703843082
B,0,0,14.88466814795563,126.75409836065575,301.9672131147541,80.73716742811081,143.55710830421944,161.18812147272251,0.4991121759442195,161.18812147272251
B,0,0,15.132745950421556,127.0,302.0,81.0,142.0,160.0,0.49375,160.0
B,0,1,0.0,111.86783627990899,300.99122790068265,84.98086811720862,145.59198970297413,167.0037063553243,0.4911438196682914,167.0037063553243
B,0,1,0.24807780246592714,112.11373791925325,301.02401478592856,82.94161260112845,144.0943126900665,164.73181553816096,0.4965051994955121,164.73181553816096
B,0,1,0.4961556049318543,112.35963955859751,301.05680167117447,82.93173562622053,144.46018160194333,164.34488938292515,0.49537989323787973,164.34488938292515
B,0,1,0.7442334073977814,112.60554119794178,301.0895885564203,83.00248213962222,144.89054930446812,164.03858671599914,0.4940063566670149,164.03858671599914
B,0,1,0.9923112098637086,112.85144283728603,301.12237544166624,83.15385214133345,145.38541579764035,163.8129075373825,0.49238522536841284,163.8129075373825
B,0,1,1.2403890123296357,113.0973444766303,301.15516232691215,83.6392857783215,145.8390517129183,163.7786349308943,0.48931503908545376,163.7786349308943
B,0,1,1.4884668147955629,113.34324611597457,301.18794921215806,84.49083153991944,146.11705529641182,163.85900394811688,0.4843686980626832,163.85900394811688
B,0,1,1.73654461726149,113.58914775531882,301.220736097404,85.27787851086967,146.34668478691955,163.82650008170597,0.4794622453123358,163.82650008170597
B,0,1,1.9846224197274172,113.83504939466309,301.2535229826499,86.00042669117227,146.5279401844415,163.68112333166164,0.4745855542736443,163.68112333166164
B,0,1,2.232700222193344,114.08095103400734,301.28630986789574,85.12006894373377,144.65988522769314,161.39909784780082,0.47261124703434276,161.39909784780082
B,0,1,2.4807780246592714,114.32685267335161,301.31909675314165,80.96544784510193,138.60193145250844,154.88043434688296,0.4772390186886676,154.88043434688296
B,0,1,2.728855827125199,114.57275431269586,301.35188363838756,76.6334550721892,132.39885539836678,148.24889796233194,0.48307571843359853,148.24889796233194
B,0,1,2.9769336295911257,114.81865595204013,301.3846705236335,72.12409062499502,126.05065706526742,141.50448869414714,0.4903052808389237,141.50448869414714
B,0,1,3.2250114320570527,115.0645575913844,301.4174574088794,67.83094767412334,119.8431294445231,135.1749373560947,0.49819878595220213,135.1749373560947
B,0,1,3.47308923452298,115.31045923072865,301.45024429412524,64.63908992933524,114.42560679499259,130.31671340173398,0.503984652144587,130.31671340173398
B,0,1,3.7211670369889074,115.55636087007292,301.48303117937115,61.5439803705178,109.07258293610872,125.50686354035788,0.509636535927553,125.50686354035788
B,0,1,3.9692448394548343,115.80226250941718,301.51581806461706,58.545618997672086,103.78405786787283,120.74538777196781,0.5151316329511676,120.74538777196781
B,0,1,4.217322641920761,116.04816414876144,301.548604949863,56.40359902482541,99.63503278729713,117.01564102812466,0.5179823950947819,117.01564102812466
B,0,1,4.465400444386688,116.29406578810571,301.5813918351089,57.33220800158921,99.82893347186159,117.25572541472444,0.5110498203920566,117.25572541472444
B,0,1,4.713478246852616,116.53996742744997,301.6141787203548,58.11569469939562,99.86158717980679,117.35068752236687,0.5047690309584352,117.35068752236687
B,0,1,4.961556049318543,116.78586906679423,301.64696560560066,58.754059118245564,99.73299391113378,117.30052735105316,0.49911513234370763,117.30052735105316
B,0,1,5.20963385178447,117.03177070613849,301.67975249084657,59.364013004672024,99.85722349475029,117.45577331741374,0.49458412023523035,117.45577331741374
B,0,1,5.457711654250398,117.27767234548276,301.7125393760925,60.85217275733242,102.86590180566745,120.08333084232541,0.4932504592395597,120.08333084232541
B,0,1,5.7057894567163245,117.52357398482702,301.7453262613384,62.61445237024553,106.16482467449927,123.01725762281362,0.49101082579625277,123.01725762281362
B,0,1,5.9538672591822515,117.76947562417128,301.7781131465843,64.65085184341122,109.7539921012455,126.25755365887817,0.4879446815666612,126.25755365887817
B,0,1,6.201945061648178,118.01537726351555,301.81090003183016,67.05777431138779,113.73271506050614,129.89687618172755,0.4837614553750082,129.89687618172755
B,0,1,6.450022864114105,118.2612789028598,301.84368691707607,71.08122171164769,119.37911328043808,135.0945511792604,0.4738409425756321,135.0945511792604
B,0,1,6.698100666580033,118.50718054220407,301.876473802322,75.18529260021742,125.10613498867997,140.34060026977932,0.4642655620990123,140.34060026977932
B,0,1,6.94617846904596,118.75308218154832,301.9092606875679,79.36998697709654,130.91378018523113,145.6350234532837,0.4550075586553081,145.6350234532837
B,0,1,7.194256271511887,118.99898382089259,301.9420475728138,83.63530484228552,136.80204887009225,150.97782072977418,0.44604244227382805,150.97782072977418
B,0,1,7.442334073977815,119.24488546023686,301.9748344580597,83.89214547559939,140.08952633129786,154.64863120227227,0.4575306304142267,154.64863120227227
B,0,1,7.690411876443742,119.49078709958111,302.0076213433056,83.92364613759041,143.31121891674272,158.28905265892905,0.46980764160346816,158.28905265892905
B,0,1,7.938489678909669,119.73668873892538,302.0404082285515,83.61504605980127,146.27066458501494,161.7142737759319,0.48294579008123534,161.7142737759319
B,0,1,8.186567481375596,119.98259037826965,302.0731951137974,83.338695377336,149.32685843925873,165.22011838124433,0.49558990639970063,165.22011838124433
B,0,1,8.434645283841522,120.2284920176139,302.1059819990433,83.82850222462058,149.02820417447313,165.60769822827154,0.4938127688419868,165.60769822827154
B,0,1,8.68272308630745,120.47439365695817,302.1387688842892,84.4375853262314,148.54775477279819,165.83216685938345,0.4908250496549935,165.83216685938345
B,0,1,8.930800888773376,120.72029529630242,302.17155576953513,85.11116721848987,148.14792885943285,166.137258978805,0.48770572151218683,166.137258978805
B,0,1,9.178878691239305,120.96619693564669,302.204342654781,85.8492479013964,147.8287264343772,166.52297458653626,0.48446003853490205,166.52297458653626
B,0,1,9.426956493705232,121.21209857499095,302.2371295400269,87.97471366242385,149.08575674744674,168.53521776992062,0.47800397551018464,168.53521776992062
B,0,1,9.675034296171159,121.45800021433521,302.2699164252728,90.39052870579059,150.60170664136604,170.8294126397264,0.4708725663277832,170.8294126397264
B,0,1,9.923112098637086,121.70390185367948,302.3027033105187,92.88696723746696,152.13378123294723,173.155856904856,0.46356439280881157,173.155856904856
B,0,1,10.171189901103013,121.94980349302374,302.33549019576463,95.4640292574528,153.68198052219026,175.5145505653093,0.4560905124391356,175.5145505653093
B,0,1,10.41926770356894,122.195705132368,302.3682770810105,96.46348397962328,154.95800964954623,177.2257884968015,0.4557028929152474,177.2257884968015
B,0,1,10.667345506034867,122.44160677171226,302.4010639662564,97.06032610681312,156.11830294010775,178.7370222752086,0.45696574290375375,178.7370222752086
B,0,1,10.915423308500795,122.68750841105653,302.4338508515023,97.67329293166493,157.23022213768354,180.21600665829192,0.45802098968454263,180.21600665829192
B,0,1,11.163501110966722,122.9334100504008,302.4666377367482,98.30238445417866,158.29376724227353,181.66274164605142,0.4588742657770224,181.66274164605142
B,0,1,11.411578913432649,123.17931168974505,302.49942462199414,97.15427743289885,157.87423839191237,181.19414498015655,0.4638111654019577,181.19414498015655
B,0,1,11.659656715898576,123.42521332908932,302.53221150724005,95.38420182575575,156.90142206423872,180.0358137668465,0.47019318084521744,180.0358137668465
B,0,1,11.907734518364503,123.67111496843357,302.5649983924859,93.66250031159836,155.91248103890337,178.89360725119855,0.47643461523988667,178.89360725119855
B,0,1,12.15581232083043,123.91701660777784,302.5977852777318,91.98917289042676,154.90741531590587,177.7675254332123,0.48253106034832377,177.7675254332123
B,0,1,12.403890123296357,124.16291824712211,302.6305721629777,90.77514640814624,154.01386042273808,176.41682217030493,0.4854507337145209,176.41682217030493
B,0,1,12.651967925762284,124.40881988646636,302.66335904822364,89.87241781016586,153.2496163422134,175.01323382748524,0.4864821599790833,175.01323382748524
B,0,1,12.90004572822821,124.65472152581063,302.69614593346955,89.0825620958189,152.56599574999825,173.69026897297505,0.4871182903765351,173.69026897297505
B,0,1,13.14812353069414,124.90062316515488,302.7289328187154,88.40557926510486,151.96299864609279,172.44792760677433,0.4873491349418107,172.44792760677433
B,0,1,13.396201333160066,125.14652480449915,302.7617197039613,88.34400276978143,150.91748485075948,171.16772998885037,0.4838746603957648,171.16772998885037
B,0,1,13.644279135625993,125.3924264438434,302.79450658920723,88.65893143284887,149.52058897457746,169.82346769376852,0.47793474814257303,169.82346769376852
B,0,1,13.89235693809192,125.63832808318767,302.82729347445314,88.98998479357824,148.10756840073344,168.47920539868653,0.471804341770287,168.47920539868653
B,0,1,14.140434740557847,125.88422972253194,302.86008035969905,89.33716285196954,146.6784231292275,167.13494310360457,0.46547884486016367,167.13494310360457
B,0,1,14.388512543023774,126.1301313618762,302.89286724494497,89.16133944917664,144.3175742469019,165.13536461911727,0.460071198832387,165.13536461911727
B,0,1,14.6365903454897,126.37603300122046,302.9256541301908,88.42338006005639,141.01510298844045,162.44182901109195,0.45566126287571773,162.44182901109195
B,0,1,14.88466814795563,126.62193464056473,302.95844101543673,87.57254778730328,137.55138475335966,159.60317112410945,0.4513107279102509,159.60317112410945
B,0,1,15.132745950421556,126.86783627990899,302.99122790068265,86.60884263091677,133.92641954165987,156.61939095816984,0.44701073027382415,156.61939095816984
B,0,2,0.0,111.73567255981797,301.9824558013653,83.49352673138567,141.5322470879443,162.602463634192,0.4865174557304267,162.602463634192
B,0,2,0.24807780246592714,111.98157419916224,302.0152426866112,80.37278756848349,138.35782574058,158.4165671160276,0.4926491021004339,158.4165671160276
B,0,2,0.4961556049318543,112.22747583850649,302.0480295718571,81.43853853367084,139.60705923318892,159.10407798431882,0.4881429843570863,159.10407798431882
B,0,2,0.7442334073977814,112.47337747785076,302.08081645710297,82.63515521559367,140.98945954570922,159.96188813290473,0.48340722793334345,159.96188813290473
B,0,2,0.9923112098637086,112.71927911719501,302.1136033423489,83.63827552557373,142.16223878862476,160.61007721188585,0.4792464023584684,160.61007721188585
B,0,2,1.2403890123296357,112.96518075653928,302.1463902275948,84.44789946361075,143.12539696193534,161.04864522126198,0.4756373184785924,161.04864522126198
B,0,2,1.4884668147955629,113.21108239588355,302.1791771128407,84.34900525868014,142.77956863711518,159.83170420927212,0.47226361831042213,159.83170420927212
B,0,2,1.73654461726149,113.4569840352278,302.2119639980866,84.07351551623422,142.1926034848332,158.34643167217263,0.4690532989698619,158.34643167217263
B,0,2,1.9846224197274172,113.70288567457207,302.24475088333253,83.74965168080253,141.5572642395654,156.84503443741116,0.46603568304725174,156.84503443741116
B,0,2,2.232700222193344,113.94878731391633,302.2775377685784,83.37741375238541,140.8735509013123,155.32751250498825,0.4632154187770966,155.32751250498825
B,0,2,2.4807780246592714,114.1946889532606,302.3103246538243,79.37176892916007,135.52256911992393,149.77247699172418,0.47005103658968106,149.77247699172418
B,0,2,2.728855827125199,114.44059059260485,302.3431115390702,74.63473228798995,129.15379393789195,143.34573376063364,0.4793376103357285,143.34573376063364
B,0,2,2.9769336295911257,114.68649223194912,302.3758984243161,70.13956611174841,123.01076452312653,137.12861159914775,0.48851253364411423,137.12861159914775
B,0,2,3.2250114320570527,114.93239387129339,302.40868530956203,65.88627040043573,117.09348087562807,131.12111050726685,0.4975159213833515,131.12111050726685
