target_id,profile,sigma_px,parallel_offset_px,distance_px,red,green,blue,value
144,side-middle,0.8,-2,5.75,89.9674873850395,151.74451423375848,173.48522784524386,173.48522784524386
144,side-middle,0.8,-2,6.0,88.40832186789575,150.01275789699378,171.71066584731295,171.71066584731295
144,side-middle,0.8,-2,6.25,86.86166546842631,147.87913816031852,169.3801812207164,169.3801812207164
144,side-middle,0.8,-2,6.5,85.31500906895687,145.74551842364326,167.04969659411984,167.04969659411984
144,side-middle,0.8,-2,6.75,83.76835266948743,143.61189868696798,164.71921196752325,164.71921196752325
144,side-middle,0.8,-2,7.0,82.221696270018,141.47827895029272,162.3887273409267,162.3887273409267
144,side-middle,0.8,-1,-7.0,102.36005433470584,165.55324884031205,186.2220321061046,186.2220321061046
144,side-middle,0.8,-1,-6.75,100.97979274421745,164.8347669642467,185.56722929526364,185.56722929526364
144,side-middle,0.8,-1,-6.5,99.59953115372906,164.11628508818137,184.91242648442267,184.91242648442267
144,side-middle,0.8,-1,-6.25,98.21926956324069,163.39780321211603,184.25762367358172,184.25762367358172
144,side-middle,0.8,-1,-6.0,96.8390079727523,162.6793213360507,183.60282086274077,183.60282086274077
144,side-middle,0.8,-1,-5.75,96.3565115689072,162.0501380703905,182.98674640683396,182.98674640683396
144,side-middle,0.8,-1,-5.5,95.87401516506208,161.4209548047303,182.3706719509272,182.3706719509272
144,side-middle,0.8,-1,-5.25,95.39151876121697,160.79177153907008,181.75459749502045,181.75459749502045
144,side-middle,0.8,-1,-5.0,94.90902235737187,160.16258827340988,181.13852303911364,181.13852303911364
144,side-middle,0.8,-1,-4.75,93.96888653526977,158.30921265129217,179.2068413207478,179.2068413207478
144,side-middle,0.8,-1,-4.5,93.02875071316771,156.45583702917446,177.27515960238196,177.27515960238196
144,side-middle,0.8,-1,-4.25,92.08861489106565,154.60246140705675,175.34347788401612,175.34347788401612
144,side-middle,0.8,-1,-4.0,91.14847906896355,152.74908578493904,173.4117961656503,173.4117961656503
144,side-middle,0.8,-1,-3.75,90.40175571226398,150.83180532565143,171.36289370622185,171.36289370622185
144,side-middle,0.8,-1,-3.5,89.65503235556439,148.91452486636382,169.31399124679336,169.31399124679336
144,side-middle,0.8,-1,-3.25,88.90830899886481,146.9972444070762,167.2650887873649,167.2650887873649
144,side-middle,0.8,-1,-3.0,88.16158564216522,145.0799639477886,165.21618632793647,165.21618632793647
144,side-middle,0.8,-1,-2.75,87.70357624365124,143.429340730665,163.30627289944687,163.30627289944687
144,side-middle,0.8,-1,-2.5,87.24556684513726,141.77871751354138,161.3963594709573,161.3963594709573
144,side-middle,0.8,-1,-2.25,86.78755744662328,140.12809429641777,159.4864460424677,159.4864460424677
144,side-middle,0.8,-1,-2.0,86.3295480481093,138.47747107929413,157.5765326139781,157.5765326139781
144,side-middle,0.8,-1,-1.75,84.38710365278418,135.6727757654793,154.4178735030355,154.4178735030355
144,side-middle,0.8,-1,-1.5,82.44465925745905,132.8680804516644,151.25921439209293,151.25921439209293
144,side-middle,0.8,-1,-1.25,80.50221486213393,130.06338513784954,148.10055528115035,148.10055528115035
144,side-middle,0.8,-1,-1.0,78.5597704668088,127.25868982403466,144.94189617020777,144.94189617020777
144,side-middle,0.8,-1,-0.75,75.29222494746767,124.36314929665755,141.98705237584096,141.98705237584096
144,side-middle,0.8,-1,-0.5,72.02467942812655,121.46760876928045,139.03220858147415,139.03220858147415
144,side-middle,0.8,-1,-0.25,68.75713390878543,118.57206824190334,136.07736478710737,136.07736478710737
144,side-middle,0.8,-1,0.0,65.48958838944431,115.67652771452623,133.12252099274056,133.12252099274056
144,side-middle,0.8,-1,0.25,65.1701554298472,116.32889825812083,133.93784143366597,133.93784143366597
144,side-middle,0.8,-1,0.5,64.8507224702501,116.98126880171543,134.75316187459134,134.75316187459134
144,side-middle,0.8,-1,0.75,64.531289510653,117.63363934531004,135.56848231551675,135.56848231551675
144,side-middle,0.8,-1,1.0,64.21185655105589,118.28600988890464,136.38380275644215,136.38380275644215
144,side-middle,0.8,-1,1.25,68.90136182016224,123.6190646750812,142.12118788062355,142.12118788062355
144,side-middle,0.8,-1,1.5,73.5908670892686,128.95211946125775,147.85857300480495,147.85857300480495
144,side-middle,0.8,-1,1.75,78.28037235837496,134.28517424743433,153.59595812898633,153.59595812898633
144,side-middle,0.8,-1,2.0,82.96987762748131,139.61822903361087,159.33334325316773,159.33334325316773
144,side-middle,0.8,-1,2.25,85.86643762900455,142.83965243599013,162.90468189567616,162.90468189567616
144,side-middle,0.8,-1,2.5,88.76299763052779,146.0610758383694,166.47602053818463,166.47602053818463
144,side-middle,0.8,-1,2.75,91.65955763205103,149.28249924074865,170.04735918069312,170.04735918069312
144,side-middle,0.8,-1,3.0,94.55611763357427,152.5039226431279,173.61869782320156,173.61869782320156
144,side-middle,0.8,-1,3.25,94.8242899105046,153.01031519582952,174.3182151393402,174.3182151393402
144,side-middle,0.8,-1,3.5,95.09246218743492,153.51670774853113,175.0177324554788,175.0177324554788
144,side-middle,0.8,-1,3.75,95.36063446436525,154.02310030123274,175.71724977161745,175.71724977161745
144,side-middle,0.8,-1,4.0,95.62880674129556,154.52949285393436,176.41676708775606,176.41676708775606
144,side-middle,0.8,-1,4.25,95.27703942302735,154.4543622962875,176.30656228641362,176.30656228641362
144,side-middle,0.8,-1,4.5,94.9252721047591,154.37923173864064,176.1963574850712,176.1963574850712
144,side-middle,0.8,-1,4.75,94.57350478649087,154.30410118099377,176.08615268372873,176.08615268372873
144,side-middle,0.8,-1,5.0,94.22173746822266,154.22897062334692,175.9759478823863,175.9759478823863
144,side-middle,0.8,-1,5.25,92.68131936671853,153.10945388301644,174.84201958501797,174.84201958501797
144,side-middle,0.8,-1,5.5,91.14090126521438,151.98993714268593,173.70809128764967,173.70809128764967
144,side-middle,0.8,-1,5.75,89.60048316371025,150.87042040235542,172.5741629902814,172.5741629902814
144,side-middle,0.8,-1,6.0,88.06006506220612,149.75090366202494,171.44023469291307,171.44023469291307
144,side-middle,0.8,-1,6.25,86.49362977076075,147.92213122744704,169.55059763294432,169.55059763294432
144,side-middle,0.8,-1,6.5,84.9271944793154,146.09335879286917,167.66096057297554,167.66096057297554
144,side-middle,0.8,-1,6.75,83.36075918787004,144.2645863582913,165.7713235130068,165.7713235130068
144,side-middle,0.8,-1,7.0,81.79432389642469,142.4358139237134,163.88168645303801,163.88168645303801
144,side-middle,0.8,0,-7.0,96.70744423049413,163.42641972433643,181.9321064740763,181.9321064740763
144,side-middle,0.8,0,-6.75,95.92419190604882,163.31301793609677,181.913813049294,181.913813049294
144,side-middle,0.8,0,-6.5,95.14093958160352,163.1996161478571,181.89551962451173,181.89551962451173
144,side-middle,0.8,0,-6.25,94.3576872571582,163.08621435961746,181.87722619972948,181.87722619972948
144,side-middle,0.8,0,-6.0,93.5744349327129,162.9728125713778,181.85893277494716,181.85893277494716
144,side-middle,0.8,0,-5.75,93.35476149091448,162.63077516742857,181.54736472383485,181.54736472383485
144,side-middle,0.8,0,-5.5,93.13508804911606,162.28873776347933,181.23579667272247,181.23579667272247
144,side-middle,0.8,0,-5.25,92.91541460731764,161.9467003595301,180.9242286216101,180.9242286216101
144,side-middle,0.8,0,-5.0,92.69574116551922,161.6046629555809,180.61266057049778,180.61266057049778
144,side-middle,0.8,0,-4.75,92.27197877280236,160.44271685706735,179.3503500411661,179.3503500411661
144,side-middle,0.8,0,-4.5,91.84821638008547,159.28077075855379,178.08803951183444,178.08803951183444
144,side-middle,0.8,0,-4.25,91.42445398736861,158.11882466004025,176.82572898250277,176.82572898250277
144,side-middle,0.8,0,-4.0,91.00069159465173,156.9568785615267,175.5634184531711,175.5634184531711
144,side-middle,0.8,0,-3.75,90.35988768261628,155.31396960694588,173.71476837314404,173.71476837314404
144,side-middle,0.8,0,-3.5,89.7190837705808,153.67106065236504,171.866118293117,171.866118293117
144,side-middle,0.8,0,-3.25,89.07827985854533,152.0281516977842,170.01746821308996,170.01746821308996
144,side-middle,0.8,0,-3.0,88.43747594650988,150.38524274320338,168.16881813306293,168.16881813306293
144,side-middle,0.8,0,-2.75,87.76125205942299,148.4637427165377,165.9059629806935,165.9059629806935
144,side-middle,0.8,0,-2.5,87.08502817233611,146.542242689872,163.64310782832405,163.64310782832405
144,side-middle,0.8,0,-2.25,86.40880428524925,144.62074266320633,161.3802526759546,161.3802526759546
144,side-middle,0.8,0,-2.0,85.73258039816236,142.69924263654067,159.11739752358517,159.11739752358517
144,side-middle,0.8,0,-1.75,84.23738021267965,139.7791580486774,155.8019321729402,155.8019321729402
144,side-middle,0.8,0,-1.5,82.74218002719695,136.85907346081416,152.48646682229526,152.48646682229526
144,side-middle,0.8,0,-1.25,81.24697984171425,133.93898887295092,149.17100147165033,149.17100147165033
144,side-middle,0.8,0,-1.0,79.75177965623153,131.01890428508764,145.85553612100537,145.85553612100537
144,side-middle,0.8,0,-0.75,76.63660272385249,127.25563033745965,142.1328070483827,142.1328070483827
144,side-middle,0.8,0,-0.5,73.52142579147345,123.49235638983164,138.41007797575998,138.41007797575998
144,side-middle,0.8,0,-0.25,70.4062488590944,119.72908244220363,134.6873489031373,134.6873489031373
144,side-middle,0.8,0,0.0,67.29107192671536,115.96580849457564,130.9646198305146,130.9646198305146
144,side-middle,0.8,0,0.25,66.09849162318784,115.01327642018481,130.21457629272496,130.21457629272496
144,side-middle,0.8,0,0.5,64.90591131966033,114.06074434579399,129.4645327549353,129.4645327549353
144,side-middle,0.8,0,0.75,63.71333101613281,113.10821227140318,128.71448921714568,128.71448921714568
144,side-middle,0.8,0,1.0,62.52075071260529,112.15568019701234,127.96444567935603,127.96444567935603
144,side-middle,0.8,0,1.25,66.7541556064966,117.38780380701967,133.3994927744138,133.3994927744138
144,side-middle,0.8,0,1.5,70.98756050038791,122.61992741702697,138.83453986947154,138.83453986947154
144,side-middle,0.8,0,1.75,75.22096539427923,127.85205102703429,144.26958696452928,144.26958696452928
144,side-middle,0.8,0,2.0,79.45437028817054,133.0841746370416,149.70463405958705,149.70463405958705
144,side-middle,0.8,0,2.25,82.0271344709632,136.84008494602338,153.78508821043096,153.78508821043096
144,side-middle,0.8,0,2.5,84.59989865375587,140.59599525500516,157.8655423612749,157.8655423612749
144,side-middle,0.8,0,2.75,87.17266283654854,144.35190556398695,161.9459965121188,161.9459965121188
144,side-middle,0.8,0,3.0,89.74542701934121,148.10781587296873,166.0264506629627,166.0264506629627
144,side-middle,0.8,0,3.25,90.0014330856267,148.86390860914827,167.41739884163502,167.41739884163502
144,side-middle,0.8,0,3.5,90.25743915191218,149.6200013453278,168.80834702030734,168.80834702030734
144,side-middle,0.8,0,3.75,90.51344521819767,150.37609408150735,170.19929519897968,170.19929519897968
144,side-middle,0.8,0,4.0,90.76945128448315,151.13218681768686,171.590243377652,171.590243377652
144,side-middle,0.8,0,4.25,91.17291399649412,151.23834189196856,172.4206981258975,172.4206981258975
144,side-middle,0.8,0,4.5,91.57637670850505,151.34449696625023,173.25115287414297,173.25115287414297
144,side-middle,0.8,0,4.75,91.97983942051599,151.4506520405319,174.08160762238847,174.08160762238847
144,side-middle,0.8,0,5.0,92.38330213252695,151.55680711481358,174.91206237063398,174.91206237063398
144,side-middle,0.8,0,5.25,91.74923893359545,150.85183584390336,174.4907229487436,174.4907229487436
144,side-middle,0.8,0,5.5,91.11517573466398,150.14686457299314,174.06938352685324,174.06938352685324
144,side-middle,0.8,0,5.75,90.48111253573248,149.44189330208292,173.64804410496288,173.64804410496288
144,side-middle,0.8,0,6.0,89.84704933680099,148.7369220311727,173.2267046830725,173.2267046830725
144,side-middle,0.8,0,6.25,88.10232539487528,147.15745846843868,170.98461902571376,170.98461902571376
144,side-middle,0.8,0,6.5,86.35760145294955,145.57799490570468,168.74253336835503,168.74253336835503
144,side-middle,0.8,0,6.75,84.61287751102384,143.9985313429707,166.5004477109963,166.5004477109963
144,side-middle,0.8,0,7.0,82.86815356909813,142.41906778023667,164.25836205363754,164.25836205363754
144,side-middle,0.8,1,-7.0,91.3551116157636,158.2150564644694,175.61776852033262,175.61776852033262
144,side-middle,0.8,1,-6.75,91.35152188166634,158.70377683063447,176.15810822257305,176.15810822257305
144,side-middle,0.8,1,-6.5,91.34793214756907,159.19249719679954,176.69844792481348,176.69844792481348
144,side-middle,0.8,1,-6.25,91.3443424134718,159.6812175629646,177.2387876270539,177.2387876270539
144,side-middle,0.8,1,-6.0,91.34075267937453,160.16993792912967,177.77912732929434,177.77912732929434
144,side-middle,0.8,1,-5.75,91.44032401850448,160.34710140492137,177.92782968138357,177.92782968138357
144,side-middle,0.8,1,-5.5,91.53989535763444,160.5242648807131,178.07653203347283,178.07653203347283
144,side-middle,0.8,1,-5.25,91.6394666967644,160.70142835650483,178.2252343855621,178.2252343855621
144,side-middle,0.8,1,-5.0,91.73903803589435,160.87859183229654,178.37393673765132,178.37393673765132
144,side-middle,0.8,1,-4.75,91.60982575318937,160.42975188919476,177.79744342466955,177.79744342466955
144,side-middle,0.8,1,-4.5,91.48061347048437,159.980911946093,177.22095011168776,177.22095011168776
144,side-middle,0.8,1,-4.25,91.35140118777939,159.5320720029912,176.64445679870596,176.64445679870596
144,side-middle,0.8,1,-4.0,91.2221889050744,159.08323205988944,176.0679634857242,176.0679634857242
144,side-middle,0.8,1,-3.75,90.45200637420743,157.72031031200459,174.5333910370767,174.5333910370767
144,side-middle,0.8,1,-3.5,89.68182384334045,156.35738856411973,172.9988185884293,172.9988185884293
144,side-middle,0.8,1,-3.25,88.91164131247348,154.99446681623488,171.46424613978184,171.46424613978184
144,side-middle,0.8,1,-3.0,88.1414587816065,153.63154506835002,169.92967369113435,169.92967369113435
144,side-middle,0.8,1,-2.75,86.76683798777589,151.5425364884018,167.4832629842478,167.4832629842478
144,side-middle,0.8,1,-2.5,85.39221719394526,149.45352790845357,165.03685227736122,165.03685227736122
144,side-middle,0.8,1,-2.25,84.01759640011463,147.3645193285053,162.59044157047464,162.59044157047464
144,side-middle,0.8,1,-2.0,82.64297560628401,145.27551074855708,160.14403086358806,160.14403086358806
144,side-middle,0.8,1,-1.75,80.8343880816997,142.2530240584447,156.58727678518045,156.58727678518045
144,side-middle,0.8,1,-1.5,79.02580055711539,139.2305373683323,153.03052270677284,153.03052270677284
144,side-middle,0.8,1,-1.25,77.21721303253108,136.20805067821993,149.47376862836524,149.47376862836524
144,side-middle,0.8,1,-1.0,75.40862550794677,133.18556398810756,145.91701454995766,145.91701454995766
144,side-middle,0.8,1,-0.75,72.92440362788543,128.7932337525806,141.59527632567972,141.59527632567972
144,side-middle,0.8,1,-0.5,70.4401817478241,124.4009035170536,137.2735381014018,137.2735381014018
144,side-middle,0.8,1,-0.25,67.95595986776277,120.00857328152662,132.95179987712388,132.95179987712388
144,side-middle,0.8,1,0.0,65.47173798770143,115.61624304599965,128.63006165284594,128.63006165284594
144,side-middle,0.8,1,0.25,64.59681872535769,113.64694382846523,126.96736304084283,126.96736304084283
144,side-middle,0.8,1,0.5,63.72189946301395,111.67764461093081,125.3046644288397,125.3046644288397
144,side-middle,0.8,1,0.75,62.8469802006702,109.7083453933964,123.64196581683657,123.64196581683657
144,side-middle,0.8,1,1.0,61.972060938326464,107.73904617586197,121.97926720483346,121.97926720483346
144,side-middle,0.8,1,1.25,66.27909202469618,113.34819066262938,127.50613455347289,127.50613455347289
144,side-middle,0.8,1,1.5,70.58612311106592,118.95733514939678,133.03300190211232,133.03300190211232
144,side-middle,0.8,1,1.75,74.89315419743563,124.56647963616419,138.55986925075175,138.55986925075175
144,side-middle,0.8,1,2.0,79.20018528380535,130.1756241229316,144.08673659939117,144.08673659939117
144,side-middle,0.8,1,2.25,80.75836692349355,134.43023610847743,148.2520132988498,148.2520132988498
144,side-middle,0.8,1,2.5,82.31654856318177,138.68484809402327,152.41728999830843,152.41728999830843
144,side-middle,0.8,1,2.75,83.87473020286998,142.9394600795691,156.58256669776705,156.58256669776705
144,side-middle,0.8,1,3.0,85.43291184255818,147.19407206511494,160.74784339722567,160.74784339722567
144,side-middle,0.8,1,3.25,84.98371650452879,148.336021892808,162.6327804697338,162.6327804697338
144,side-middle,0.8,1,3.5,84.53452116649936,149.47797172050105,164.51771754224197,164.51771754224197
144,side-middle,0.8,1,3.75,84.08532582846995,150.6199215481941,166.40265461475013,166.40265461475013
144,side-middle,0.8,1,4.0,83.63613049044054,151.76187137588715,168.28759168725827,168.28759168725827
144,side-middle,0.8,1,4.25,84.26666475330244,151.97796867314435,169.8665086398974,169.8665086398974
144,side-middle,0.8,1,4.5,84.89719901616434,152.19406597040157,171.4454255925365,171.4454255925365
144,side-middle,0.8,1,4.75,85.52773327902625,152.4101632676588,173.0243425451756,173.0243425451756
144,side-middle,0.8,1,5.0,86.15826754188814,152.62626056491598,174.60325949781475,174.60325949781475
144,side-middle,0.8,1,5.25,86.26787490820635,151.6300097182671,174.30693317880772,174.30693317880772
144,side-middle,0.8,1,5.5,86.37748227452457,150.63375887161826,174.0106068598007,174.0106068598007
144,side-middle,0.8,1,5.75,86.48708964084278,149.6375080249694,173.71428054079368,173.71428054079368
144,side-middle,0.8,1,6.0,86.59669700716098,148.64125717832053,173.41795422178666,173.41795422178666
144,side-middle,0.8,1,6.25,85.33203304578124,146.63260707132446,170.40862697212606,170.40862697212606
144,side-middle,0.8,1,6.5,84.0673690844015,144.62395696432839,167.39929972246543,167.39929972246543
144,side-middle,0.8,1,6.75,82.80270512302177,142.6153068573323,164.3899724728048,164.3899724728048
144,side-middle,0.8,1,7.0,81.53804116164203,140.60665675033624,161.3806452231442,161.3806452231442
144,side-middle,0.8,2,-7.0,91.07372716367519,149.29617071909286,173.60839891479569,173.60839891479569
144,side-middle,0.8,2,-6.75,91.55628637744991,149.97958615368813,174.3752058812625,174.3752058812625
144,side-middle,0.8,2,-6.5,92.03884559122461,150.6630015882834,175.1420128477293,175.1420128477293
144,side-middle,0.8,2,-6.25,92.52140480499934,151.3464170228787,175.9088198141961,175.9088198141961
144,side-middle,0.8,2,-6.0,93.00396401877404,152.029832457474,176.67562678066292,176.67562678066292
144,side-middle,0.8,2,-5.75,93.41444482343758,152.5900894302065,177.18821336179226,177.18821336179226
144,side-middle,0.8,2,-5.5,93.82492562810108,153.15034640293902,177.7007999429216,177.7007999429216
144,side-middle,0.8,2,-5.25,94.23540643276459,153.71060337567152,178.21338652405092,178.21338652405092
144,side-middle,0.8,2,-5.0,94.64588723742813,154.27086034840403,178.72597310518026,178.72597310518026
144,side-middle,0.8,2,-4.75,94.54349423613915,154.2112982195051,178.516940742155,178.516940742155
144,side-middle,0.8,2,-4.5,94.4411012348502,154.15173609060616,178.3079083791297,178.3079083791297
144,side-middle,0.8,2,-4.25,94.33870823356122,154.0921739617072,178.09887601610444,178.09887601610444
144,side-middle,0.8,2,-4.0,94.23631523227226,154.03261183280827,177.88984365307917,177.88984365307917
144,side-middle,0.8,2,-3.75,93.35008096656834,153.08640385072843,176.84348620824306,176.84348620824306
144,side-middle,0.8,2,-3.5,92.46384670086442,152.14019586864856,175.79712876340693,175.79712876340693
144,side-middle,0.8,2,-3.25,91.57761243516049,151.1939878865687,174.75077131857086,174.75077131857086
144,side-middle,0.8,2,-3.0,90.69137816945657,150.24777990448885,173.70441387373472,173.70441387373472
144,side-middle,0.8,2,-2.75,89.04300000352436,148.6210777886888,171.66790919430176,171.66790919430176
144,side-middle,0.8,2,-2.5,87.39462183759213,146.99437567288874,169.63140451486873,169.63140451486873
144,side-middle,0.8,2,-2.25,85.74624367165991,145.3676735570887,167.59489983543574,167.59489983543574
144,side-middle,0.8,2,-2.0,84.0978655057277,143.74097144128865,165.55839515600277,165.55839515600277
144,side-middle,0.8,2,-1.75,81.84338605500443,141.11509344282013,162.11483633501012,162.11483633501012
144,side-middle,0.8,2,-1.5,79.58890660428116,138.4892154443516,158.6712775140175,158.6712775140175
144,side-middle,0.8,2,-1.25,77.3344271535579,135.86333744588308,155.22771869302485,155.22771869302485
144,side-middle,0.8,2,-1.0,75.07994770283463,133.23745944741455,151.7841598720322,151.7841598720322
144,side-middle,0.8,2,-0.75,72.58235661455458,128.71948058206445,147.09623900570548,147.09623900570548
144,side-middle,0.8,2,-0.5,70.08476552627452,124.20150171671438,142.40831813937876,142.40831813937876
144,side-middle,0.8,2,-0.25,67.58717443799446,119.68352285136427,137.72039727305201,137.72039727305201
144,side-middle,0.8,2,0.0,65.08958334971442,115.16554398601419,133.0324764067253,133.0324764067253
144,side-middle,0.8,2,0.25,64.2284102766359,112.7557589801658,130.64370504960755,130.64370504960755
144,side-middle,0.8,2,0.5,63.36723720355738,110.34597397431742,128.25493369248977,128.25493369248977
144,side-middle,0.8,2,0.75,62.50606413047886,107.93618896846903,125.86616233537202,125.86616233537202
144,side-middle,0.8,2,1.0,61.64489105740034,105.52640396262063,123.47739097825428,123.47739097825428
144,side-middle,0.8,2,1.25,66.04359242964094,111.27426090080976,128.6502185015189,128.6502185015189
144,side-middle,0.8,2,1.5,70.44229380188153,117.0221178389989,133.82304602478357,133.82304602478357
144,side-middle,0.8,2,1.75,74.84099517412213,122.76997477718803,138.99587354804822,138.99587354804822
144,side-middle,0.8,2,2.0,79.23969654636272,128.51783171537716,144.16870107131285,144.16870107131285
144,side-middle,0.8,2,2.25,80.5154441585558,132.79315176758868,147.8763252405605,147.8763252405605
144,side-middle,0.8,2,2.5,81.79119177074887,137.0684718198002,151.58394940980818,151.58394940980818
144,side-middle,0.8,2,2.75,83.06693938294194,141.3437918720117,155.29157357905586,155.29157357905586
144,side-middle,0.8,2,3.0,84.34268699513501,145.61911192422323,158.99919774830352,158.99919774830352
144,side-middle,0.8,2,3.25,83.94617393751555,146.73566692350155,160.62610422299454,160.62610422299454
144,side-middle,0.8,2,3.5,83.5496608798961,147.8522219227799,162.25301069768557,162.25301069768557
144,side-middle,0.8,2,3.75,83.15314782227664,148.96877692205823,163.87991717237657,163.87991717237657
144,side-middle,0.8,2,4.0,82.75663476465718,150.08533192133655,165.5068236470676,165.5068236470676
144,side-middle,0.8,2,4.25,83.68897989951961,149.8404761832694,166.76000029927928,166.76000029927928
144,side-middle,0.8,2,4.5,84.62132503438204,149.5956204452023,168.01317695149095,168.01317695149095
144,side-middle,0.8,2,4.75,85.55367016924447,149.35076470713517,169.26635360370264,169.26635360370264
144,side-middle,0.8,2,5.0,86.4860153041069,149.10590896906803,170.51953025591433,170.51953025591433
144,side-middle,0.8,2,5.25,86.74704744877295,147.68176909226833,169.90814175353728,169.90814175353728
144,side-middle,0.8,2,5.5,87.00807959343898,146.25762921546863,169.2967532511602,169.2967532511602
144,side-middle,0.8,2,5.75,87.26911173810501,144.83348933866893,168.68536474878312,168.68536474878312
144,side-middle,0.8,2,6.0,87.53014388277106,143.40934946186923,168.07397624640606,168.07397624640606
144,side-middle,0.8,2,6.25,86.00648910550365,141.5232031810306,165.0114003481791,165.0114003481791
144,side-middle,0.8,2,6.5,84.48283432823624,139.63705690019196,161.94882444995216,161.94882444995216
144,side-middle,0.8,2,6.75,82.95917955096883,137.75091061935336,158.8862485517252,158.8862485517252
144,side-middle,0.8,2,7.0,81.43552477370143,135.86476433851473,155.82367265349825,155.82367265349825
144,side-middle,1.2,-2,-7.0,102.4285182035808,165.43955812528813,185.86147441478835,185.86147441478835
144,side-middle,1.2,-2,-6.75,100.85593429874987,164.26843541234814,184.62538640161216,184.62538640161216
144,side-middle,1.2,-2,-6.5,99.28335039391894,163.09731269940818,183.38929838843598,183.38929838843598
144,side-middle,1.2,-2,-6.25,97.71076648908802,161.9261899864682,182.1532103752598,182.1532103752598
144,side-middle,1.2,-2,-6.0,96.1381825842571,160.7550672735282,180.91712236208357,180.91712236208357
144,side-middle,1.2,-2,-5.75,95.2068855645708,159.68631301059108,179.78303816309997,179.78303816309997
144,side-middle,1.2,-2,-5.5,94.2755885448845,158.61755874765396,178.64895396411634,178.64895396411634
144,side-middle,1.2,-2,-5.25,93.3442915251982,157.54880448471687,177.51486976513272,177.51486976513272
144,side-middle,1.2,-2,-5.0,92.4129945055119,156.48005022177975,176.38078556614911,176.38078556614911
144,side-middle,1.2,-2,-4.75,91.46548886415553,154.9137449157273,174.76087903930403,174.76087903930403
144,side-middle,1.2,-2,-4.5,90.51798322279916,153.34743960967484,173.14097251245892,173.14097251245892
144,side-middle,1.2,-2,-4.25,89.5704775814428,151.7811343036224,171.52106598561383,171.52106598561383
144,side-middle,1.2,-2,-4.0,88.62297194008643,150.21482899756995,169.90115945876875,169.90115945876875
144,side-middle,1.2,-2,-3.75,87.66977038857539,148.31956947607898,167.9262139527389,167.9262139527389
144,side-middle,1.2,-2,-3.5,86.71656883706433,146.42430995458804,165.95126844670904,165.95126844670904
144,side-middle,1.2,-2,-3.25,85.76336728555329,144.5290504330971,163.97632294067918,163.97632294067918
144,side-middle,1.2,-2,-3.0,84.81016573404224,142.63379091160613,162.00137743464933,162.00137743464933
144,side-middle,1.2,-2,-2.75,83.82987589007463,140.59596129906532,159.7588640979595,159.7588640979595
144,side-middle,1.2,-2,-2.5,82.84958604610702,138.55813168652455,157.51635076126968,157.51635076126968
144,side-middle,1.2,-2,-2.25,81.86929620213941,136.52030207398377,155.27383742457988,155.27383742457988
144,side-middle,1.2,-2,-2.0,80.8890063581718,134.48247246144297,153.03132408789006,153.03132408789006
144,side-middle,1.2,-2,-1.75,79.65513524760466,132.55984579669695,150.82437927427299,150.82437927427299
144,side-middle,1.2,-2,-1.5,78.42126413703753,130.63721913195096,148.6174344606559,148.6174344606559
144,side-middle,1.2,-2,-1.25,77.18739302647039,128.71459246720497,146.41048964703882,146.41048964703882
144,side-middle,1.2,-2,-1.0,75.95352191590325,126.79196580245895,144.20354483342174,144.20354483342174
144,side-middle,1.2,-2,-0.75,75.1588697902783,126.23480958077607,143.51750489396395,143.51750489396395
144,side-middle,1.2,-2,-0.5,74.36421766465335,125.67765335909321,142.83146495450615,142.83146495450615
144,side-middle,1.2,-2,-0.25,73.5695655390284,125.12049713741034,142.14542501504835,142.14542501504835
144,side-middle,1.2,-2,0.0,72.77491341340345,124.56334091572748,141.45938507559055,141.45938507559055
144,side-middle,1.2,-2,0.25,73.75602029276115,126.51423659536763,143.54903679102944,143.54903679102944
144,side-middle,1.2,-2,0.5,74.73712717211883,128.46513227500782,145.6386885064683,145.6386885064683
144,side-middle,1.2,-2,0.75,75.71823405147651,130.41602795464797,147.72834022190716,147.72834022190716
144,side-middle,1.2,-2,1.0,76.69934093083421,132.36692363428813,149.81799193734605,149.81799193734605
144,side-middle,1.2,-2,1.25,78.99725427601608,135.6495137011743,153.41357595279734,153.41357595279734
144,side-middle,1.2,-2,1.5,81.29516762119795,138.93210376806047,157.00915996824864,157.00915996824864
144,side-middle,1.2,-2,1.75,83.5930809663798,142.21469383494664,160.6047439836999,160.6047439836999
144,side-middle,1.2,-2,2.0,85.89099431156168,145.49728390183282,164.2003279991512,164.2003279991512
144,side-middle,1.2,-2,2.25,87.56166105759996,147.72291492179056,166.76684894787806,166.76684894787806
144,side-middle,1.2,-2,2.5,89.23232780363827,149.94854594174828,169.33336989660495,169.33336989660495
144,side-middle,1.2,-2,2.75,90.90299454967658,152.174176961706,171.8998908453318,171.8998908453318
144,side-middle,1.2,-2,3.0,92.57366129571486,154.39980798166374,174.46641179405867,174.46641179405867
144,side-middle,1.2,-2,3.25,93.00858516004715,154.9385503257746,175.27219843811355,175.27219843811355
144,side-middle,1.2,-2,3.5,93.44350902437941,155.4772926698855,176.07798508216842,176.07798508216842
144,side-middle,1.2,-2,3.75,93.87843288871167,156.01603501399637,176.88377172622333,176.88377172622333
144,side-middle,1.2,-2,4.0,94.31335675304396,156.55477735810723,177.6895583702782,177.6895583702782
144,side-middle,1.2,-2,4.25,93.90278876209719,155.9908788042411,177.25525014659848,177.25525014659848
