target_id,profile,sigma_px,parallel_offset_px,distance_px,red,green,blue,value
144,side-upper,0,-2,-7.0,73.0,124.0,141.0,141.0
144,side-upper,0,-2,-6.75,70.75,122.25,139.0,139.0
144,side-upper,0,-2,-6.5,68.5,120.5,137.0,137.0
144,side-upper,0,-2,-6.25,66.25,118.75,135.0,135.0
144,side-upper,0,-2,-6.0,64.0,117.0,133.0,133.0
144,side-upper,0,-2,-5.75,67.75,120.75,137.25,137.25
144,side-upper,0,-2,-5.5,71.5,124.5,141.5,141.5
144,side-upper,0,-2,-5.25,75.25,128.25,145.75,145.75
144,side-upper,0,-2,-5.0,79.0,132.0,150.0,150.0
144,side-upper,0,-2,-4.75,81.25,134.75,153.25,153.25
144,side-upper,0,-2,-4.5,83.5,137.5,156.5,156.5
144,side-upper,0,-2,-4.25,85.75,140.25,159.75,159.75
144,side-upper,0,-2,-4.0,88.0,143.0,163.0,163.0
144,side-upper,0,-2,-3.75,87.5,143.0,162.75,162.75
144,side-upper,0,-2,-3.5,87.0,143.0,162.5,162.5
144,side-upper,0,-2,-3.25,86.5,143.0,162.25,162.25
144,side-upper,0,-2,-3.0,86.0,143.0,162.0,162.0
144,side-upper,0,-2,-2.75,87.25,144.5,163.75,163.75
144,side-upper,0,-2,-2.5,88.5,146.0,165.5,165.5
144,side-upper,0,-2,-2.25,89.75,147.5,167.25,167.25
144,side-upper,0,-2,-2.0,91.0,149.0,169.0,169.0
144,side-upper,0,-2,-1.75,87.75,146.5,166.25,166.25
144,side-upper,0,-2,-1.5,84.5,144.0,163.5,163.5
144,side-upper,0,-2,-1.25,81.25,141.5,160.75,160.75
144,side-upper,0,-2,-1.0,78.0,139.0,158.0,158.0
144,side-upper,0,-2,-0.75,81.75,142.75,162.25,162.25
144,side-upper,0,-2,-0.5,85.5,146.5,166.5,166.5
144,side-upper,0,-2,-0.25,89.25,150.25,170.75,170.75
144,side-upper,0,-2,0.0,93.0,154.0,175.0,175.0
144,side-upper,0,-2,0.25,90.0,151.25,172.25,172.25
144,side-upper,0,-2,0.5,87.0,148.5,169.5,169.5
144,side-upper,0,-2,0.75,84.0,145.75,166.75,166.75
144,side-upper,0,-2,1.0,81.0,143.0,164.0,164.0
144,side-upper,0,-2,1.25,82.25,144.25,165.25,165.25
144,side-upper,0,-2,1.5,83.5,145.5,166.5,166.5
144,side-upper,0,-2,1.75,84.75,146.75,167.75,167.75
144,side-upper,0,-2,2.0,86.0,148.0,169.0,169.0
144,side-upper,0,-2,2.25,85.0,146.75,167.25,167.25
144,side-upper,0,-2,2.5,84.0,145.5,165.5,165.5
144,side-upper,0,-2,2.75,83.0,144.25,163.75,163.75
144,side-upper,0,-2,3.0,82.0,143.0,162.0,162.0
144,side-upper,0,-2,3.25,83.75,144.0,163.25,163.25
144,side-upper,0,-2,3.5,85.5,145.0,164.5,164.5
144,side-upper,0,-2,3.75,87.25,146.0,165.75,165.75
144,side-upper,0,-2,4.0,89.0,147.0,167.0,167.0
144,side-upper,0,-2,4.25,89.0,146.75,166.5,166.5
144,side-upper,0,-2,4.5,89.0,146.5,166.0,166.0
144,side-upper,0,-2,4.75,89.0,146.25,165.5,165.5
144,side-upper,0,-2,5.0,89.0,146.0,165.0,165.0
144,side-upper,0,-2,5.25,88.75,145.75,164.75,164.75
144,side-upper,0,-2,5.5,88.5,145.5,164.5,164.5
144,side-upper,0,-2,5.75,88.25,145.25,164.25,164.25
144,side-upper,0,-2,6.0,88.0,145.0,164.0,164.0
144,side-upper,0,-2,6.25,86.25,143.0,161.5,161.5
144,side-upper,0,-2,6.5,84.5,141.0,159.0,159.0
144,side-upper,0,-2,6.75,82.75,139.0,156.5,156.5
144,side-upper,0,-2,7.0,81.0,137.0,154.0,154.0
144,side-upper,0,-1,-7.0,87.0,140.0,156.0,156.0
144,side-upper,0,-1,-6.75,86.25,139.25,155.75,155.75
144,side-upper,0,-1,-6.5,85.5,138.5,155.5,155.5
144,side-upper,0,-1,-6.25,84.75,137.75,155.25,155.25
144,side-upper,0,-1,-6.0,84.0,137.0,155.0,155.0
144,side-upper,0,-1,-5.75,81.5,135.25,153.0,153.0
144,side-upper,0,-1,-5.5,79.0,133.5,151.0,151.0
144,side-upper,0,-1,-5.25,76.5,131.75,149.0,149.0
144,side-upper,0,-1,-5.0,74.0,130.0,147.0,147.0
144,side-upper,0,-1,-4.75,72.25,128.0,145.75,145.75
144,side-upper,0,-1,-4.5,70.5,126.0,144.5,144.5
144,side-upper,0,-1,-4.25,68.75,124.0,143.25,143.25
144,side-upper,0,-1,-4.0,67.0,122.0,142.0,142.0
144,side-upper,0,-1,-3.75,67.5,123.0,142.75,142.75
144,side-upper,0,-1,-3.5,68.0,124.0,143.5,143.5
144,side-upper,0,-1,-3.25,68.5,125.0,144.25,144.25
144,side-upper,0,-1,-3.0,69.0,126.0,145.0,145.0
144,side-upper,0,-1,-2.75,76.75,134.0,153.25,153.25
144,side-upper,0,-1,-2.5,84.5,142.0,161.5,161.5
144,side-upper,0,-1,-2.25,92.25,150.0,169.75,169.75
144,side-upper,0,-1,-2.0,100.0,158.0,178.0,178.0
144,side-upper,0,-1,-1.75,96.75,155.5,175.25,175.25
144,side-upper,0,-1,-1.5,93.5,153.0,172.5,172.5
144,side-upper,0,-1,-1.25,90.25,150.5,169.75,169.75
144,side-upper,0,-1,-1.0,87.0,148.0,167.0,167.0
144,side-upper,0,-1,-0.75,89.25,150.25,169.75,169.75
144,side-upper,0,-1,-0.5,91.5,152.5,172.5,172.5
144,side-upper,0,-1,-0.25,93.75,154.75,175.25,175.25
144,side-upper,0,-1,0.0,96.0,157.0,178.0,178.0
144,side-upper,0,-1,0.25,94.0,156.0,177.25,177.25
144,side-upper,0,-1,0.5,92.0,155.0,176.5,176.5
144,side-upper,0,-1,0.75,90.0,154.0,175.75,175.75
144,side-upper,0,-1,1.0,88.0,153.0,175.0,175.0
144,side-upper,0,-1,1.25,89.25,154.25,175.75,175.75
144,side-upper,0,-1,1.5,90.5,155.5,176.5,176.5
144,side-upper,0,-1,1.75,91.75,156.75,177.25,177.25
144,side-upper,0,-1,2.0,93.0,158.0,178.0,178.0
144,side-upper,0,-1,2.25,90.75,155.0,175.25,175.25
144,side-upper,0,-1,2.5,88.5,152.0,172.5,172.5
144,side-upper,0,-1,2.75,86.25,149.0,169.75,169.75
144,side-upper,0,-1,3.0,84.0,146.0,167.0,167.0
144,side-upper,0,-1,3.25,84.25,146.0,166.5,166.5
144,side-upper,0,-1,3.5,84.5,146.0,166.0,166.0
144,side-upper,0,-1,3.75,84.75,146.0,165.5,165.5
144,side-upper,0,-1,4.0,85.0,146.0,165.0,165.0
144,side-upper,0,-1,4.25,84.5,144.5,163.5,163.5
144,side-upper,0,-1,4.5,84.0,143.0,162.0,162.0
144,side-upper,0,-1,4.75,83.5,141.5,160.5,160.5
144,side-upper,0,-1,5.0,83.0,140.0,159.0,159.0
144,side-upper,0,-1,5.25,85.25,142.0,160.5,160.5
144,side-upper,0,-1,5.5,87.5,144.0,162.0,162.0
144,side-upper,0,-1,5.75,89.75,146.0,163.5,163.5
144,side-upper,0,-1,6.0,92.0,148.0,165.0,165.0
144,side-upper,0,-1,6.25,89.25,145.25,162.25,162.25
144,side-upper,0,-1,6.5,86.5,142.5,159.5,159.5
144,side-upper,0,-1,6.75,83.75,139.75,156.75,156.75
144,side-upper,0,-1,7.0,81.0,137.0,154.0,154.0
144,side-upper,0,0,-7.0,89.0,147.0,167.0,167.0
144,side-upper,0,0,-6.75,88.75,146.5,166.5,166.5
144,side-upper,0,0,-6.5,88.5,146.0,166.0,166.0
144,side-upper,0,0,-6.25,88.25,145.5,165.5,165.5
144,side-upper,0,0,-6.0,88.0,145.0,165.0,165.0
144,side-upper,0,0,-5.75,87.75,144.25,164.5,164.5
144,side-upper,0,0,-5.5,87.5,143.5,164.0,164.0
144,side-upper,0,0,-5.25,87.25,142.75,163.5,163.5
144,side-upper,0,0,-5.0,87.0,142.0,163.0,163.0
144,side-upper,0,0,-4.75,86.5,140.75,161.75,161.75
144,side-upper,0,0,-4.5,86.0,139.5,160.5,160.5
144,side-upper,0,0,-4.25,85.5,138.25,159.25,159.25
144,side-upper,0,0,-4.0,85.0,137.0,158.0,158.0
144,side-upper,0,0,-3.75,82.5,134.5,155.5,155.5
144,side-upper,0,0,-3.5,80.0,132.0,153.0,153.0
144,side-upper,0,0,-3.25,77.5,129.5,150.5,150.5
144,side-upper,0,0,-3.0,75.0,127.0,148.0,148.0
144,side-upper,0,0,-2.75,73.5,126.25,147.0,147.0
144,side-upper,0,0,-2.5,72.0,125.5,146.0,146.0
144,side-upper,0,0,-2.25,70.5,124.75,145.0,145.0
144,side-upper,0,0,-2.0,69.0,124.0,144.0,144.0
144,side-upper,0,0,-1.75,72.5,128.0,147.25,147.25
144,side-upper,0,0,-1.5,76.0,132.0,150.5,150.5
144,side-upper,0,0,-1.25,79.5,136.0,153.75,153.75
144,side-upper,0,0,-1.0,83.0,140.0,157.0,157.0
144,side-upper,0,0,-0.75,88.0,145.5,162.25,162.25
144,side-upper,0,0,-0.5,93.0,151.0,167.5,167.5
144,side-upper,0,0,-0.25,98.0,156.5,172.75,172.75
144,side-upper,0,0,0.0,103.0,162.0,178.0,178.0
144,side-upper,0,0,0.25,101.5,161.25,179.0,179.0
144,side-upper,0,0,0.5,100.0,160.5,180.0,180.0
144,side-upper,0,0,0.75,98.5,159.75,181.0,181.0
144,side-upper,0,0,1.0,97.0,159.0,182.0,182.0
144,side-upper,0,0,1.25,93.0,155.75,178.5,178.5
144,side-upper,0,0,1.5,89.0,152.5,175.0,175.0
144,side-upper,0,0,1.75,85.0,149.25,171.5,171.5
144,side-upper,0,0,2.0,81.0,146.0,168.0,168.0
144,side-upper,0,0,2.25,84.75,149.5,172.25,172.25
144,side-upper,0,0,2.5,88.5,153.0,176.5,176.5
144,side-upper,0,0,2.75,92.25,156.5,180.75,180.75
144,side-upper,0,0,3.0,96.0,160.0,185.0,185.0
144,side-upper,0,0,3.25,93.25,156.75,181.25,181.25
144,side-upper,0,0,3.5,90.5,153.5,177.5,177.5
144,side-upper,0,0,3.75,87.75,150.25,173.75,173.75
144,side-upper,0,0,4.0,85.0,147.0,170.0,170.0
144,side-upper,0,0,4.25,85.25,147.25,170.25,170.25
144,side-upper,0,0,4.5,85.5,147.5,170.5,170.5
144,side-upper,0,0,4.75,85.75,147.75,170.75,170.75
144,side-upper,0,0,5.0,86.0,148.0,171.0,171.0
144,side-upper,0,0,5.25,85.5,147.25,169.25,169.25
144,side-upper,0,0,5.5,85.0,146.5,167.5,167.5
144,side-upper,0,0,5.75,84.5,145.75,165.75,165.75
144,side-upper,0,0,6.0,84.0,145.0,164.0,164.0
144,side-upper,0,0,6.25,82.5,143.5,162.25,162.25
144,side-upper,0,0,6.5,81.0,142.0,160.5,160.5
144,side-upper,0,0,6.75,79.5,140.5,158.75,158.75
144,side-upper,0,0,7.0,78.0,139.0,157.0,157.0
144,side-upper,0,1,-7.0,85.0,146.0,165.0,165.0
144,side-upper,0,1,-6.75,85.25,145.5,164.75,164.75
144,side-upper,0,1,-6.5,85.5,145.0,164.5,164.5
144,side-upper,0,1,-6.25,85.75,144.5,164.25,164.25
144,side-upper,0,1,-6.0,86.0,144.0,164.0,164.0
144,side-upper,0,1,-5.75,86.5,144.25,164.25,164.25
144,side-upper,0,1,-5.5,87.0,144.5,164.5,164.5
144,side-upper,0,1,-5.25,87.5,144.75,164.75,164.75
144,side-upper,0,1,-5.0,88.0,145.0,165.0,165.0
144,side-upper,0,1,-4.75,88.75,144.5,164.75,164.75
144,side-upper,0,1,-4.5,89.5,144.0,164.5,164.5
144,side-upper,0,1,-4.25,90.25,143.5,164.25,164.25
144,side-upper,0,1,-4.0,91.0,143.0,164.0,164.0
144,side-upper,0,1,-3.75,89.25,141.25,162.25,162.25
144,side-upper,0,1,-3.5,87.5,139.5,160.5,160.5
144,side-upper,0,1,-3.25,85.75,137.75,158.75,158.75
144,side-upper,0,1,-3.0,84.0,136.0,157.0,157.0
144,side-upper,0,1,-2.75,81.5,134.25,155.0,155.0
144,side-upper,0,1,-2.5,79.0,132.5,153.0,153.0
144,side-upper,0,1,-2.25,76.5,130.75,151.0,151.0
144,side-upper,0,1,-2.0,74.0,129.0,149.0,149.0
144,side-upper,0,1,-1.75,73.5,129.0,148.75,148.75
144,side-upper,0,1,-1.5,73.0,129.0,148.5,148.5
144,side-upper,0,1,-1.25,72.5,129.0,148.25,148.25
144,side-upper,0,1,-1.0,72.0,129.0,148.0,148.0
144,side-upper,0,1,-0.75,73.0,130.0,148.5,148.5
144,side-upper,0,1,-0.5,74.0,131.0,149.0,149.0
144,side-upper,0,1,-0.25,75.0,132.0,149.5,149.5
144,side-upper,0,1,0.0,76.0,133.0,150.0,150.0
144,side-upper,0,1,0.25,81.25,139.5,157.5,157.5
144,side-upper,0,1,0.5,86.5,146.0,165.0,165.0
144,side-upper,0,1,0.75,91.75,152.5,172.5,172.5
144,side-upper,0,1,1.0,97.0,159.0,180.0,180.0
144,side-upper,0,1,1.25,98.25,160.25,181.75,181.75
144,side-upper,0,1,1.5,99.5,161.5,183.5,183.5
144,side-upper,0,1,1.75,100.75,162.75,185.25,185.25
144,side-upper,0,1,2.0,102.0,164.0,187.0,187.0
144,side-upper,0,1,2.25,101.25,163.25,186.25,186.25
144,side-upper,0,1,2.5,100.5,162.5,185.5,185.5
144,side-upper,0,1,2.75,99.75,161.75,184.75,184.75
144,side-upper,0,1,3.0,99.0,161.0,184.0,184.0
144,side-upper,0,1,3.25,98.25,160.25,183.25,183.25
144,side-upper,0,1,3.5,97.5,159.5,182.5,182.5
144,side-upper,0,1,3.75,96.75,158.75,181.75,181.75
144,side-upper,0,1,4.0,96.0,158.0,181.0,181.0
144,side-upper,0,1,4.25,94.0,156.0,179.0,179.0
144,side-upper,0,1,4.5,92.0,154.0,177.0,177.0
144,side-upper,0,1,4.75,90.0,152.0,175.0,175.0
144,side-upper,0,1,5.0,88.0,150.0,173.0,173.0
144,side-upper,0,1,5.25,87.0,149.25,171.0,171.0
144,side-upper,0,1,5.5,86.0,148.5,169.0,169.0
144,side-upper,0,1,5.75,85.0,147.75,167.0,167.0
144,side-upper,0,1,6.0,84.0,147.0,165.0,165.0
144,side-upper,0,1,6.25,83.25,145.75,163.75,163.75
144,side-upper,0,1,6.5,82.5,144.5,162.5,162.5
144,side-upper,0,1,6.75,81.75,143.25,161.25,161.25
144,side-upper,0,1,7.0,81.0,142.0,160.0,160.0
144,side-upper,0,2,-7.0,82.0,147.0,165.0,165.0
144,side-upper,0,2,-6.75,82.0,146.5,164.5,164.5
144,side-upper,0,2,-6.5,82.0,146.0,164.0,164.0
144,side-upper,0,2,-6.25,82.0,145.5,163.5,163.5
144,side-upper,0,2,-6.0,82.0,145.0,163.0,163.0
144,side-upper,0,2,-5.75,82.75,144.5,163.0,163.0
144,side-upper,0,2,-5.5,83.5,144.0,163.0,163.0
144,side-upper,0,2,-5.25,84.25,143.5,163.0,163.0
144,side-upper,0,2,-5.0,85.0,143.0,163.0,163.0
144,side-upper,0,2,-4.75,85.5,143.25,163.25,163.25
144,side-upper,0,2,-4.5,86.0,143.5,163.5,163.5
144,side-upper,0,2,-4.25,86.5,143.75,163.75,163.75
144,side-upper,0,2,-4.0,87.0,144.0,164.0,164.0
144,side-upper,0,2,-3.75,87.5,144.0,164.0,164.0
144,side-upper,0,2,-3.5,88.0,144.0,164.0,164.0
144,side-upper,0,2,-3.25,88.5,144.0,164.0,164.0
144,side-upper,0,2,-3.0,89.0,144.0,164.0,164.0
144,side-upper,0,2,-2.75,88.0,142.25,162.5,162.5
144,side-upper,0,2,-2.5,87.0,140.5,161.0,161.0
144,side-upper,0,2,-2.25,86.0,138.75,159.5,159.5
144,side-upper,0,2,-2.0,85.0,137.0,158.0,158.0
144,side-upper,0,2,-1.75,82.25,135.0,155.75,155.75
144,side-upper,0,2,-1.5,79.5,133.0,153.5,153.5
144,side-upper,0,2,-1.25,76.75,131.0,151.25,151.25
144,side-upper,0,2,-1.0,74.0,129.0,149.0,149.0
144,side-upper,0,2,-0.75,72.0,127.0,147.0,147.0
144,side-upper,0,2,-0.5,70.0,125.0,145.0,145.0
144,side-upper,0,2,-0.25,68.0,123.0,143.0,143.0
144,side-upper,0,2,0.0,66.0,121.0,141.0,141.0
144,side-upper,0,2,0.25,69.75,125.5,145.5,145.5
144,side-upper,0,2,0.5,73.5,130.0,150.0,150.0
144,side-upper,0,2,0.75,77.25,134.5,154.5,154.5
144,side-upper,0,2,1.0,81.0,139.0,159.0,159.0
144,side-upper,0,2,1.25,87.75,146.5,166.75,166.75
144,side-upper,0,2,1.5,94.5,154.0,174.5,174.5
144,side-upper,0,2,1.75,101.25,161.5,182.25,182.25
144,side-upper,0,2,2.0,108.0,169.0,190.0,190.0
144,side-upper,0,2,2.25,104.75,166.0,187.0,187.0
144,side-upper,0,2,2.5,101.5,163.0,184.0,184.0
144,side-upper,0,2,2.75,98.25,160.0,181.0,181.0
144,side-upper,0,2,3.0,95.0,157.0,178.0,178.0
144,side-upper,0,2,3.25,96.0,158.75,180.0,180.0
144,side-upper,0,2,3.5,97.0,160.5,182.0,182.0
144,side-upper,0,2,3.75,98.0,162.25,184.0,184.0
144,side-upper,0,2,4.0,99.0,164.0,186.0,186.0
144,side-upper,0,2,4.25,95.75,160.75,182.25,182.25
144,side-upper,0,2,4.5,92.5,157.5,178.5,178.5
144,side-upper,0,2,4.75,89.25,154.25,174.75,174.75
144,side-upper,0,2,5.0,86.0,151.0,171.0,171.0
144,side-upper,0,2,5.25,86.5,150.75,171.0,171.0
144,side-upper,0,2,5.5,87.0,150.5,171.0,171.0
144,side-upper,0,2,5.75,87.5,150.25,171.0,171.0
144,side-upper,0,2,6.0,88.0,150.0,171.0,171.0
144,side-upper,0,2,6.25,87.75,149.5,169.75,169.75
144,side-upper,0,2,6.5,87.5,149.0,168.5,168.5
144,side-upper,0,2,6.75,87.25,148.5,167.25,167.25
144,side-upper,0,2,7.0,87.0,148.0,166.0,166.0
144,side-upper,0.8,-2,-7.0,73.53360813640492,125.9177421415701,142.5481373822213,142.5481373822213
144,side-upper,0.8,-2,-6.75,72.8580907890435,125.28897993001205,142.03124482374363,142.03124482374363
144,side-upper,0.8,-2,-6.5,72.1825734416821,124.66021771845399,141.51435226526596,141.51435226526596
144,side-upper,0.8,-2,-6.25,71.50705609432069,124.03145550689592,140.99745970678828,140.99745970678828
144,side-upper,0.8,-2,-6.0,70.83153874695927,123.40269329533787,140.4805671483106,140.4805671483106
144,side-upper,0.8,-2,-5.75,72.109833946734,124.97944520034666,142.26957779244205,142.26957779244205
144,side-upper,0.8,-2,-5.5,73.38812914650875,126.55619710535547,144.05858843657347,144.05858843657347
144,side-upper,0.8,-2,-5.25,74.66642434628349,128.13294901036426,145.84759908070492,145.84759908070492
144,side-upper,0.8,-2,-5.0,75.94471954605822,129.70970091537305,147.63660972483638,147.63660972483638
144,side-upper,0.8,-2,-4.75,77.2017536563128,131.32271938201438,149.48368844822164,149.48368844822164
144,side-upper,0.8,-2,-4.5,78.45878776656737,132.93573784865572,151.3307671716069,151.3307671716069
144,side-upper,0.8,-2,-4.25,79.71582187682193,134.54875631529706,153.17784589499217,153.17784589499217
144,side-upper,0.8,-2,-4.0,80.97285598707651,136.1617747819384,155.02492461837744,155.02492461837744
144,side-upper,0.8,-2,-3.75,81.78901752916397,137.35476792388584,156.3274120860859,156.3274120860859
144,side-upper,0.8,-2,-3.5,82.60517907125141,138.5477610658333,157.62989955379436,157.62989955379436
144,side-upper,0.8,-2,-3.25,83.42134061333886,139.74075420778075,158.93238702150282,158.93238702150282
144,side-upper,0.8,-2,-3.0,84.23750215542631,140.9337473497282,160.23487448921128,160.23487448921128
144,side-upper,0.8,-2,-2.75,84.95447438782973,142.0231001161095,161.3955802392861,161.3955802392861
144,side-upper,0.8,-2,-2.5,85.67144662023316,143.1124528824908,162.5562859893609,162.5562859893609
144,side-upper,0.8,-2,-2.25,86.38841885263659,144.2018056488721,163.71699173943568,163.71699173943568
144,side-upper,0.8,-2,-2.0,87.10539108504,145.2911584152534,164.8776974895105,164.8776974895105
144,side-upper,0.8,-2,-1.75,87.0119947760891,145.59909936986864,165.20862864212336,165.20862864212336
144,side-upper,0.8,-2,-1.5,86.91859846713818,145.9070403244839,165.53955979473625,165.53955979473625
144,side-upper,0.8,-2,-1.25,86.82520215818727,146.21498127909916,165.87049094734914,165.87049094734914
144,side-upper,0.8,-2,-1.0,86.73180584923637,146.5229222337144,166.20142209996203,166.20142209996203
144,side-upper,0.8,-2,-0.75,87.1209740873189,147.19914542043375,166.99201436095535,166.99201436095535
144,side-upper,0.8,-2,-0.5,87.51014232540143,147.87536860715306,167.7826066219487,167.7826066219487
144,side-upper,0.8,-2,-0.25,87.89931056348395,148.5515917938724,168.57319888294205,168.57319888294205
144,side-upper,0.8,-2,0.0,88.28847880156648,149.22781498059175,169.36379114393537,169.36379114393537
144,side-upper,0.8,-2,0.25,88.03056756039771,149.1411080255585,169.32861418666943,169.32861418666943
144,side-upper,0.8,-2,0.5,87.77265631922896,149.05440107052527,169.29343722940348,169.29343722940348
144,side-upper,0.8,-2,0.75,87.51474507806019,148.96769411549207,169.2582602721375,169.2582602721375
144,side-upper,0.8,-2,1.0,87.25683383689142,148.88098716045883,169.22308331487156,169.22308331487156
144,side-upper,0.8,-2,1.25,87.0529156898952,148.66446463187674,168.92207308089075,168.92207308089075
144,side-upper,0.8,-2,1.5,86.84899754289899,148.44794210329462,168.62106284690998,168.62106284690998
144,side-upper,0.8,-2,1.75,86.64507939590278,148.23141957471253,168.3200526129292,168.3200526129292
144,side-upper,0.8,-2,2.0,86.44116124890657,148.01489704613044,168.01904237894843,168.01904237894843
144,side-upper,0.8,-2,2.25,86.26620239211033,147.58736139215554,167.47592784089142,167.47592784089142
144,side-upper,0.8,-2,2.5,86.09124353531408,147.15982573818064,166.9328133028344,166.9328133028344
144,side-upper,0.8,-2,2.75,85.91628467851784,146.73229008420577,166.3896987647774,166.3896987647774
144,side-upper,0.8,-2,3.0,85.7413258217216,146.30475443023087,165.84658422672035,165.84658422672035
144,side-upper,0.8,-2,3.25,86.00619191949991,146.17235994955337,165.65288480343565,165.65288480343565
144,side-upper,0.8,-2,3.5,86.27105801727821,146.0399654688759,165.45918538015093,165.45918538015093
144,side-upper,0.8,-2,3.75,86.5359241150565,145.90757098819842,165.26548595686623,165.26548595686623
144,side-upper,0.8,-2,4.0,86.80079021283481,145.77517650752094,165.07178653358153,165.07178653358153
144,side-upper,0.8,-2,4.25,86.80621478540256,145.41795654279684,164.64257658835749,164.64257658835749
144,side-upper,0.8,-2,4.5,86.81163935797034,145.06073657807275,164.21336664313344,164.21336664313344
144,side-upper,0.8,-2,4.75,86.8170639305381,144.70351661334865,163.7841566979094,163.7841566979094
144,side-upper,0.8,-2,5.0,86.82248850310584,144.34629664862456,163.35494675268535,163.35494675268535
144,side-upper,0.8,-2,5.25,86.27516838538236,143.587544492553,162.47107923488375,162.47107923488375
144,side-upper,0.8,-2,5.5,85.72784826765886,142.82879233648146,161.58721171708217,161.58721171708217
144,side-upper,0.8,-2,5.75,85.18052814993537,142.0700401804099,160.7033441992806,160.7033441992806
144,side-upper,0.8,-2,6.0,84.63320803221188,141.31128802433835,159.819476681479,159.819476681479
144,side-upper,0.8,-2,6.25,83.54387906410304,140.0499268147635,158.4405690122734,158.4405690122734
144,side-upper,0.8,-2,6.5,82.4545500959942,138.78856560518864,157.0616613430678,157.0616613430678
144,side-upper,0.8,-2,6.75,81.36522112788535,137.52720439561375,155.68275367386224,155.68275367386224
144,side-upper,0.8,-2,7.0,80.2758921597765,136.2658431860389,154.30384600465663,154.30384600465663
144,side-upper,0.8,-1,-7.0,81.71115500597868,137.35855440794177,153.49109511831722,153.49109511831722
144,side-upper,0.8,-1,-6.75,81.33937867739859,136.6608264935441,153.2098232104214,153.2098232104214
144,side-upper,0.8,-1,-6.5,80.96760234881849,135.96309857914645,152.9285513025256,152.9285513025256
144,side-upper,0.8,-1,-6.25,80.59582602023839,135.2653706647488,152.64727939462978,152.64727939462978
144,side-upper,0.8,-1,-6.0,80.2240496916583,134.56764275035113,152.36600748673396,152.36600748673396
144,side-upper,0.8,-1,-5.75,79.77200832945972,134.1834821630061,152.19040033897502,152.19040033897502
144,side-upper,0.8,-1,-5.5,79.31996696726117,133.79932157566108,152.01479319121609,152.01479319121609
144,side-upper,0.8,-1,-5.25,78.8679256050626,133.41516098831607,151.83918604345715,151.83918604345715
144,side-upper,0.8,-1,-5.0,78.41588424286402,133.03100040097104,151.6635788956982,151.6635788956982
144,side-upper,0.8,-1,-4.75,78.0978168558543,132.77045476430675,151.62701703059184,151.62701703059184
144,side-upper,0.8,-1,-4.5,77.77974946884459,132.50990912764243,151.59045516548548,151.59045516548548
144,side-upper,0.8,-1,-4.25,77.46168208183487,132.2493634909781,151.55389330037912,151.55389330037912
144,side-upper,0.8,-1,-4.0,77.14361469482515,131.98881785431382,151.51733143527275,151.51733143527275
144,side-upper,0.8,-1,-3.75,77.63637302924074,132.72775284705608,152.30465380432963,152.30465380432963
144,side-upper,0.8,-1,-3.5,78.12913136365634,133.46668783979837,153.09197617338648,153.09197617338648
144,side-upper,0.8,-1,-3.25,78.62188969807194,134.20562283254066,153.87929854244334,153.87929854244334
144,side-upper,0.8,-1,-3.0,79.11464803248754,134.9445578252829,154.66662091150022,154.66662091150022
144,side-upper,0.8,-1,-2.75,80.5783970588717,136.83168290873553,156.51244337136504,156.51244337136504
144,side-upper,0.8,-1,-2.5,82.04214608525587,138.71880799218815,158.35826583122986,158.35826583122986
144,side-upper,0.8,-1,-2.25,83.50589511164002,140.60593307564076,160.2040882910947,160.2040882910947
144,side-upper,0.8,-1,-2.0,84.96964413802418,142.49305815909338,162.04991075095953,162.04991075095953
144,side-upper,0.8,-1,-1.75,85.7039188431408,143.70165842409926,163.18259462490465,163.18259462490465
144,side-upper,0.8,-1,-1.5,86.43819354825743,144.91025868910515,164.31527849884975,164.31527849884975
144,side-upper,0.8,-1,-1.25,87.17246825337408,146.118858954111,165.44796237279485,165.44796237279485
144,side-upper,0.8,-1,-1.0,87.9067429584907,147.3274592191169,166.58064624673995,166.58064624673995
144,side-upper,0.8,-1,-0.75,88.76554118460194,148.58631606148373,168.02191667869042,168.02191667869042
144,side-upper,0.8,-1,-0.5,89.62433941071316,149.8451729038506,169.4631871106409,169.4631871106409
144,side-upper,0.8,-1,-0.25,90.48313763682438,151.10402974621744,170.90445754259133,170.90445754259133
144,side-upper,0.8,-1,0.0,91.34193586293563,152.36288658858427,172.3457279745418,172.3457279745418
144,side-upper,0.8,-1,0.25,91.07351249367481,152.53818267967577,172.78542886632476,172.78542886632476
144,side-upper,0.8,-1,0.5,90.80508912441402,152.71347877076727,173.2251297581077,173.2251297581077
144,side-upper,0.8,-1,0.75,90.53666575515322,152.88877486185876,173.6648306498906,173.6648306498906
144,side-upper,0.8,-1,1.0,90.2682423858924,153.06407095295026,174.10453154167357,174.10453154167357
144,side-upper,0.8,-1,1.25,89.79252477697102,152.7261231207556,173.78368839053658,173.78368839053658
144,side-upper,0.8,-1,1.5,89.31680716804965,152.38817528856094,173.4628452393996,173.4628452393996
144,side-upper,0.8,-1,1.75,88.84108955912826,152.0502274563663,173.14200208826264,173.14200208826264
144,side-upper,0.8,-1,2.0,88.36537195020688,151.71227962417163,172.82115893712566,172.82115893712566
144,side-upper,0.8,-1,2.25,88.03953534787854,151.0925366207128,172.1652997797036,172.1652997797036
144,side-upper,0.8,-1,2.5,87.71369874555019,150.47279361725396,171.50944062228152,171.50944062228152
